NAME|ID|Total_Amount
Elton Patton|6049872792301359|2684
Jael Gross|4981820763605093|3648
Signe Bailey|4139715888377294|6399
Halee Randall|6157499537493474|9481
Conan V. Battle|5695541538370084|6233
Susan Craft|4897261894337717|6795
Galena D. Harrell|5752490415432534|3999
Gary Golden|5352078210948894|2656
Mark X. Wyatt|5564606407660759|7102
Paloma J. Mcfadden|4111949409479420|6462
Kameko F. Olsen|6117123166653814|3455
Alexander N. Thompson|6494645567972925|1371
Fulton W. Massey|6756566836782808|7248
Kyla Suarez|6844752938236963|8229
Kathleen R. Solomon|6151504614825004|6561
Zahir C. Deleon|4730224462207789|9420
Dacey C. Hooper|5515568816588966|5467
Iona Puckett|6766768947100195|3440
Steel Rodriguez|6415637390747518|4451
Moses J. Mcpherson|4019950057260283|6046
Connor U. Price|4607186292270179|1114
