NAME,ID,Total_Amount
Anestassia,6.58198E+16,9758
Hannis,5.36653E+16,6193
Bibby,4.35932E+16,3979
Pierette,5.87534E+16,6320
Blinni,4.6284E+16,5663
Maurene,5.3769E+16,6878
Karlee,4.04807E+16,7780
Delilah,4.29653E+16,5621
Cordi,5.61108E+16,4373
Briney,4.29504E+16,6536
Emylee,4.34632E+16,4569
Dari,4.44657E+16,5770
Noelle,6.03871E+16,8991
Sibella,6.27418E+16,6409
Ada,4.92208E+16,1524
Rani,4.92281E+16,6523
Caryl,4.7644E+16,5107
Jasmina,4.38499E+16,4346
Mary,4.72039E+16,6492
Elena,4.4523E+16,6998
Zsa Zsa,5.25221E+16,7227
Dorene,5.70694E+16,8220
Anthia,6.66979E+16,2118
Glynnis,4.94851E+16,2104
Nicoli,6.28221E+16,4963
Deirdre,6.08147E+16,3347
Keelia,5.46826E+16,3520
Cacilie,6.41083E+16,5437
Rebeca,5.52227E+16,7992
Roz,6.46723E+16,4972
Dennie,5.21382E+16,2270
Marika,4.24249E+16,5202
Danny,6.81255E+16,3891
Sadie,4.55154E+16,2869
Edyth,4.50863E+16,6630
Edith,5.51934E+16,1848
Lizzie,6.50055E+16,9916
Maryellen,6.38346E+16,9536
Rani,5.49259E+16,3503
Blondelle,6.15101E+16,2666
Modestia,4.14016E+16,9526
Silvana,4.87589E+16,1761
Fawne,6.76267E+16,8265
Odessa,4.39813E+16,4007
Imojean,4.8109E+16,8330
Gianina,5.81027E+16,7634
Kamilah,4.65701E+16,9337
Laure,4.4783E+16,4074
Jackie,5.85442E+16,6605
Tani,5.80785E+16,6964
Damaris,6.83668E+16,5101
Carolina,4.02525E+16,9060
Willetta,6.01593E+16,2999
Tiffie,4.02897E+16,7159
Flory,5.87694E+16,3834
Jaime,5.68684E+16,1743
Kathy,5.47293E+16,8462
Kaia,5.24499E+16,9254
Elie,4.65516E+16,5482
Maryellen,6.879E+16,3163
Annecorinne,6.04201E+16,6222
Ofilia,4.44136E+16,7576
Joceline,4.19753E+16,7673
Melodie,4.94587E+16,2179
Micheline,5.67002E+16,4666
Fredericka,6.47402E+16,2102
Gratia,6.71617E+16,5958
Nollie,6.5667E+16,9548
Tami,4.50355E+16,3432
Gerrie,4.57752E+16,2136
Barbara,4.90702E+16,3995
Joelly,5.90027E+16,4058
Trudie,4.89501E+16,9237
Nerta,6.77954E+16,6081
Stephanie,4.40718E+16,7840
Ericka,4.21917E+16,7886
Jeanna,6.05424E+16,5761
Mary,5.32656E+16,3829
Hope,4.18523E+16,8292
Ninnetta,6.03794E+16,5216
Gerianna,6.94355E+16,9833
Catharine,4.8793E+16,3389
Gianina,5.36608E+16,3433
Alejandra,6.65894E+16,3929
Mariann,4.85503E+16,5277
Tomasina,4.20447E+16,1377
Sean,5.06718E+16,1856
Shel,4.28411E+16,4432
Cissiee,5.02252E+16,7165
Rosabelle,4.54683E+16,2247
Sara-Ann,4.77717E+16,8776
Linet,4.42404E+16,8790
Ronna,6.42749E+16,3044
Elmira,4.19144E+16,6755
Anallese,6.44295E+16,3713
Carilyn,4.8068E+16,5946
Kaia,6.50628E+16,4427
Elise,6.9526E+16,2584
Jordan,4.73581E+16,1453
Emylee,4.24867E+16,4686
Sarette,6.8605E+16,3288
Linet,4.44604E+16,4181
Cacilie,6.41615E+16,3864
Blake,6.02672E+16,5454
Agnese,5.7762E+16,8876
Teddie,5.04566E+16,6400
Hallie,4.23613E+16,1866
Angelique,5.31641E+16,9959
Carilyn,4.63151E+16,5847
Lisette,5.52254E+16,6994
Elbertina,4.06396E+16,7600
Ninnetta,6.97564E+16,9690
Ada,6.3633E+16,3725
Dione,4.92063E+16,9363
Cordi,6.45978E+16,8686
Ofilia,4.73341E+16,2653
Judy,4.92274E+16,8552
Felice,6.32109E+16,3391
Dianemarie,5.24899E+16,6464
Nerta,5.68547E+16,8014
Barbi,6.78969E+16,8252
Kary,5.28904E+16,4193
Constance,5.64174E+16,3826
Halette,5.68821E+16,2400
Sophia,4.76467E+16,1726
Celestyna,6.89632E+16,7434
Carmencita,6.6408E+16,3754
Merry,6.93638E+16,2778
Fredericka,5.43088E+16,8321
Paulita,5.94993E+16,2969
Merci,4.99169E+16,9615
Emelina,6.55657E+16,7131
Brooks,6.74918E+16,2924
Barbara,6.38426E+16,3744
Ernesta,5.13144E+16,3137
Mellicent,5.5946E+16,6775
Hyacinthe,5.68636E+16,1357
Rozele,4.32952E+16,9947
Madelle,5.6385E+16,8795
Winifred,6.97346E+16,8170
Jacquetta,4.18913E+16,2157
Lilith,4.31335E+16,3638
Dulcinea,5.68669E+16,5221
Nonnah,5.87857E+16,5433
Blondelle,6.12347E+16,4272
Rhea,6.2326E+16,8007
Nananne,4.48942E+16,1506
Gertrud,4.99806E+16,9191
Lulita,6.9561E+16,5704
Cherrita,6.77217E+16,5487
Caressa,6.48875E+16,7343
Edith,5.17216E+16,9011
Nyssa,5.57976E+16,8060
Mahalia,5.27129E+16,5514
Lorne,6.83417E+16,7042
Luci,6.73519E+16,3785
Kristina,5.32162E+16,4502
Ericka,6.61719E+16,7975
Neila,6.65681E+16,8124
Minne,5.55227E+16,4990
Madelle,4.12415E+16,6138
Beatriz,4.82311E+16,4906
Zsa Zsa,5.10526E+16,4915
Steffane,5.57677E+16,6203
Eolanda,5.73015E+16,1973
Anica,5.865E+16,9029
Linzy,4.3952E+16,9231
Jasmina,5.82967E+16,1193
Briney,4.40531E+16,4318
Alie,6.6204E+16,4013
Aigneis,6.98046E+16,6923
Tina,6.30651E+16,5649
Corene,6.47713E+16,4470
Merci,5.02915E+16,7413
Basia,6.30377E+16,7702
Orelia,5.37134E+16,1519
Vere,6.33731E+16,2818
Chere,4.32952E+16,2134
Yetty,6.81782E+16,8117
Kassey,6.18141E+16,4959
Jenda,5.32882E+16,2678
Yetty,6.60487E+16,8751
Phylis,4.65661E+16,2971
Netty,6.44167E+16,4755
Sissy,6.25445E+16,4469
Flo,5.45398E+16,8667
Lisette,4.52594E+16,6111
Evita,6.34056E+16,8830
Alleen,6.99182E+16,9065
Gusty,4.46179E+16,7660
Amalie,5.67657E+16,8792
Karly,5.41579E+16,2073
Jaclyn,4.59358E+16,1536
Oralee,4.29535E+16,5180
Randa,5.32812E+16,8623
Madalyn,4.07968E+16,6567
Carolina,5.51687E+16,3615
Maye,4.18507E+16,3777
Larine,4.54528E+16,4214
Queenie,6.7807E+16,3673
Kamilah,4.48087E+16,4142
Dolli,6.98546E+16,8444
Ricky,4.04401E+16,2790
Mariann,6.02995E+16,7869
Claresta,5.41235E+16,3701
Adele,4.06041E+16,8624
Orsola,6.22707E+16,1626
Kenna,6.85065E+16,9447
Zia,4.6996E+16,2406
Anallese,4.77667E+16,4021
Shauna,6.37501E+16,9012
Shandie,4.9008E+16,9219
Averyl,6.87142E+16,4583
Tiffie,4.38049E+16,3909
Aryn,4.40445E+16,9815
Caritta,6.08426E+16,4987
Fawne,5.37322E+16,3264
Glynnis,5.12934E+16,4275
Rhoda,4.23466E+16,2505
Lindie,6.1379E+16,3950
Arlena,4.24518E+16,1362
Cristabel,6.80249E+16,1712
Riannon,6.30262E+16,8074
Riannon,6.92397E+16,1802
Arlena,4.79228E+16,9334
Mady,4.01037E+16,7858
Maurene,5.08416E+16,3205
Xylina,5.086E+16,7736
Tarra,6.0472E+16,1588
Kelly,4.98518E+16,3513
Cam,5.88791E+16,5425
Ayn,4.93036E+16,7685
Halette,5.07176E+16,7217
Emmey,6.08978E+16,1799
Jackie,5.19763E+16,5307
Vevay,6.55544E+16,2283
Gerrie,4.22226E+16,5627
Nananne,4.70433E+16,8940
Starla,6.64128E+16,2821
Gale,4.30763E+16,5406
Abbie,5.81954E+16,6900
Aurore,6.76449E+16,5398
Sheree,4.88336E+16,7148
Aeriela,5.34125E+16,1399
Ulrike,4.07724E+16,6322
Tilly,5.45143E+16,9068
Fernande,5.39681E+16,5262
Aaren,5.96049E+16,5113
Aurelie,4.91843E+16,8850
Rosabelle,6.13542E+16,9975
Gwenneth,4.91168E+16,6598
Lynea,4.37459E+16,3598
Jaime,6.75595E+16,7830
Jemie,4.76518E+16,3213
Joceline,5.0444E+16,6577
Doro,4.60741E+16,9916
Kittie,6.00943E+16,9027
Di,6.30546E+16,2252
Zsa Zsa,6.75201E+16,6195
Ronna,6.1764E+16,9131
Jolyn,4.34388E+16,7705
Gabriellia,6.38242E+16,6741
Carolina,4.59839E+16,9458
Amelia,4.65119E+16,8246
Nickie,4.58551E+16,1947
Jacquetta,6.58008E+16,8420
Shaine,4.54269E+16,5089
Georgetta,4.22293E+16,5096
Laurene,4.82773E+16,7332
Arabel,6.74487E+16,7114
Blondelle,5.10504E+16,3963
Lanae,6.94685E+16,4996
Nerta,6.55209E+16,3854
Wynne,6.45435E+16,5836
Janey,5.38866E+16,7627
Shirlee,6.63993E+16,3309
Brietta,5.16145E+16,2781
Deirdre,5.04106E+16,6161
Linzy,6.36634E+16,4012
Olwen,6.71674E+16,9113
Alia,6.67576E+16,9040
Arlena,5.99645E+16,5143
Amelia,6.74071E+16,4313
Orsola,4.27185E+16,1995
Bobbi,6.40123E+16,4781
Valli,6.81106E+16,7434
Christy,4.5243E+16,5241
Isa,6.51657E+16,5677
Margarette,5.71777E+16,8356
Veda,6.61122E+16,6206
Mady,5.36102E+16,2681
Chickie,5.50147E+16,9609
Arlena,6.75162E+16,1923
Cassondra,5.13268E+16,4669
Rivalee,6.63585E+16,7462
Etta,5.97198E+16,1331
Teddie,5.00088E+16,1719
Tomasina,4.22969E+16,2671
Rosabelle,4.77868E+16,7466
Cherrita,5.45203E+16,9644
Mary,6.90619E+16,9237
Mildrid,4.62289E+16,4350
Celisse,6.82072E+16,2800
Rochette,6.73081E+16,7224
Ekaterina,4.42871E+16,5214
Tobe,4.88855E+16,2415
Laurene,4.55641E+16,6183
Harmonia,4.21087E+16,2338
Gale,4.45747E+16,4937
Charlena,5.75754E+16,3037
Daryl,6.79093E+16,7022
Edee,6.92591E+16,9494
Correy,4.13566E+16,9602
Paola,5.30557E+16,7913
Kristina,6.79135E+16,4255
Raf,6.70478E+16,4197
Mureil,4.70583E+16,5739
Evita,5.25355E+16,3645
Phedra,4.67476E+16,9820
Adore,6.1705E+16,8626
Jsandye,6.11619E+16,3910
Wileen,4.72539E+16,5239
Felice,5.9926E+16,5759
Sissy,6.49778E+16,8159
Sharai,6.5544E+16,5075
Nollie,6.7289E+16,1973
Raf,4.49024E+16,2052
Merle,4.02111E+16,3475
Anthia,6.31531E+16,3506
Rebeca,5.09488E+16,4736
Korrie,6.08246E+16,6369
Karolina,4.16137E+16,3073
Debee,4.75926E+16,3726
Debee,6.22683E+16,9928
Mariele,5.6115E+16,6753
Zondra,6.88969E+16,3128
Shaylyn,5.11814E+16,2772
Elvira,6.09621E+16,4933
Leona,6.55822E+16,5926
Maryellen,6.73672E+16,7933
Carlie,6.7074E+16,2662
Shannah,5.44284E+16,1064
Lelah,5.99767E+16,4189
Elie,5.5973E+16,4668
Winny,6.69433E+16,3608
Emilia,4.05374E+16,8417
Margette,4.88045E+16,2170
Emmey,6.66653E+16,9220
Emmey,6.58336E+16,4329
Bettine,6.51859E+16,6865
Dorthy,4.67584E+16,6773
Aaren,4.2525E+16,8161
Gilda,6.58925E+16,1116
Carmela,5.14069E+16,6891
Rayna,4.25289E+16,1773
Gabi,4.31249E+16,4592
Marguerite,5.3878E+16,5241
Deirdre,5.32958E+16,7383
Vonny,6.95955E+16,9432
Carmela,5.87639E+16,5793
Ida,4.42297E+16,8330
Linzy,4.09049E+16,2282
Roslyn,6.64354E+16,1917
Candi,6.68173E+16,7985
Sidoney,4.0251E+16,6028
Tomasina,5.1579E+16,1475
Stevana,5.35514E+16,3089
Goldie,6.43759E+16,7081
Gabriellia,6.60768E+16,4890
Cyb,5.87672E+16,1198
Dulcinea,6.63031E+16,5479
Lyssa,6.20171E+16,9246
Goldie,5.52503E+16,8907
Felice,6.53497E+16,4187
Lynea,4.36458E+16,8364
Helsa,6.2228E+16,4628
Tobe,6.32395E+16,1891
Pollyanna,4.61393E+16,7075
Alejandra,5.63207E+16,3083
Maud,4.75808E+16,2843
Cacilie,6.18927E+16,4871
Tami,5.09008E+16,4748
Dagmar,6.55233E+16,2745
Tobe,6.28854E+16,6263
Cordi,6.15197E+16,8374
Linzy,6.75953E+16,6064
Blake,6.34049E+16,9235
Pamella,4.79404E+16,4203
Minda,6.20391E+16,2656
Agnese,6.1105E+16,7994
Agnese,4.62751E+16,8230
Leona,4.14349E+16,5124
Riannon,5.03856E+16,4810
Lory,5.03713E+16,9704
Gaylene,4.80997E+16,7811
Averyl,5.38634E+16,9637
Gavrielle,5.03643E+16,3758
Lynnea,5.33508E+16,6036
Carree,5.50027E+16,5184
Emma,5.53725E+16,6682
Barbi,6.35942E+16,2251
Ronna,4.31686E+16,2889
Clary,6.88892E+16,1708
Melanie,5.27393E+16,1937
Dorice,6.37598E+16,6471
June,4.04475E+16,3370
Brianna,6.318E+16,2254
Dianemarie,5.79887E+16,3117
Emylee,5.68336E+16,8400
Ginnie,5.93898E+16,1183
Meghann,5.19496E+16,3189
Kary,4.91754E+16,9327
Gusella,4.30391E+16,4942
Tomasina,4.69599E+16,8503
Lulita,4.48131E+16,6842
Mireielle,5.06711E+16,4786
Xylina,4.94708E+16,8146
Kamilah,5.08146E+16,2028
Kate,5.05974E+16,3201
Deane,6.26374E+16,8354
Romona,5.36106E+16,2168
Fayre,5.62634E+16,2004
Cherilyn,5.83659E+16,7586
Ninnetta,5.49508E+16,7302
Susan,6.48999E+16,3886
Livvyy,6.8608E+16,2926
Rori,5.92427E+16,9423
Annaliese,6.81643E+16,3472
Edyth,6.7655E+16,5409
Magdalena,6.82024E+16,6409
Max,6.80296E+16,9220
Marleah,4.24039E+16,8963
Deane,6.71391E+16,4758
Hettie,6.64484E+16,2238
Siana,4.51093E+16,8666
Gerianna,6.67057E+16,1969
Rani,6.37432E+16,6086
Lauryn,4.9213E+16,2406
Kaja,4.06403E+16,3637
Stacey,5.74792E+16,2295
Susan,6.69856E+16,4056
Fina,4.78662E+16,6303
Jordan,5.76665E+16,3171
Laure,4.56499E+16,6927
Amalie,6.37946E+16,4204
Beverley,6.11157E+16,3755
Ginnie,4.55555E+16,7373
Amii,4.40683E+16,9003
Harmonia,4.28525E+16,5129
Carilyn,4.63287E+16,1725
Bernardine,5.94411E+16,5357
Ofilia,4.69565E+16,9618
Fanny,6.79117E+16,4516
Ida,4.24778E+16,6608
Cissiee,4.93811E+16,4853
Gretal,4.17855E+16,6924
Letizia,6.64803E+16,2576
Ayn,5.16889E+16,3960
Natka,5.01732E+16,3719
Mildrid,5.34691E+16,8918
Jessamyn,5.86423E+16,8006
Charlena,6.73956E+16,9132
Norine,4.83419E+16,4746
Margette,5.64684E+16,4951
Millie,4.06539E+16,2777
Nerta,4.06392E+16,5451
Eve,5.19997E+16,3393
Iseabal,4.45529E+16,5572
Rhoda,5.86299E+16,7215
Valli,4.90111E+16,1805
Liana,5.70587E+16,6041
Aaren,6.49187E+16,2784
Kellen,5.62607E+16,4872
Mildrid,6.35149E+16,2515
Shell,6.32111E+16,5331
Cathyleen,5.84754E+16,9579
Zsa Zsa,4.03031E+16,6171
Dorthy,6.09486E+16,9667
Sharlene,5.48734E+16,6145
Nariko,4.45163E+16,8538
Jolyn,4.9295E+16,5059
Corene,6.53096E+16,9461
Lanna,6.52524E+16,5733
Andeee,6.75247E+16,4671
Helsa,4.55807E+16,6401
Deloria,4.11321E+16,9310
Sashenka,5.2068E+16,4333
Winifred,4.25269E+16,2834
Lenna,5.18031E+16,6100
June,4.46167E+16,8731
Frances,6.25115E+16,5016
Dacia,5.55253E+16,3083
Aeriela,4.52148E+16,8522
Edyth,6.66098E+16,6819
Valera,4.07285E+16,2387
Britte,4.24806E+16,8905
Arabel,4.54109E+16,7384
Henriette,5.86024E+16,5936
Latisha,6.85449E+16,8729
Hildegaard,5.54793E+16,8389
Priscilla,4.27507E+16,7351
Jan,6.51475E+16,5329
Frank,5.1324E+16,1057
Natka,6.61532E+16,6027
Melina,6.06537E+16,4952
Lita,5.44605E+16,6887
Kassey,5.89212E+16,6673
Joleen,4.99461E+16,1237
Winny,5.34285E+16,2571
Helsa,5.81891E+16,2706
Ethel,4.28092E+16,1862
Adele,6.22913E+16,3767
Marti,5.54973E+16,1053
Katleen,5.5769E+16,7687
Glynnis,5.04148E+16,6232
Katharina,4.19101E+16,8707
Nataline,4.08772E+16,5675
Livvyy,5.81813E+16,5594
Benita,4.30452E+16,9960
Bill,6.32246E+16,7004
Vere,5.32259E+16,8159
Deedee,5.64234E+16,9771
Audrie,5.61917E+16,3842
Danny,4.90173E+16,8260
Dulce,4.91226E+16,8943
Marita,4.55872E+16,6537
Konstance,6.89378E+16,6137
Joy,4.21645E+16,4695
Sheree,5.48636E+16,5834
Christal,5.50916E+16,3866
Tybie,4.98167E+16,4549
Adore,5.08546E+16,10000
Carree,4.53689E+16,9390
Eugine,4.80915E+16,9539
Chrystel,5.92799E+16,2124
Margalo,6.30885E+16,2209
Gusty,4.00929E+16,9172
Ketti,4.58668E+16,6420
Ronna,6.59465E+16,2383
Orelia,4.31444E+16,6146
Kial,5.35319E+16,4068
Carmela,5.83628E+16,9377
Ashlee,4.07446E+16,7546
Corry,5.72437E+16,4633
Ingrid,6.75021E+16,9158
Hope,5.06227E+16,6665
Cindelyn,5.64041E+16,1776
Paulita,5.35488E+16,6187
Violet,4.73851E+16,1634
Estell,5.1779E+16,8070
Elfreda,5.22119E+16,3726
Drucie,5.76046E+16,3798
Sean,4.26472E+16,6280
Ardys,5.78023E+16,8319
Jobi,4.4833E+16,4101
Kathi,4.38537E+16,3057
Alleen,4.49149E+16,7850
Eolanda,4.04023E+16,7747
Blinni,5.93169E+16,8822
Lisette,4.35563E+16,7378
Daphne,5.35994E+16,8921
Norine,5.89584E+16,5324
Dulce,5.48466E+16,2273
Lorenza,5.47523E+16,1349
Carmencita,6.09691E+16,8406
Dominga,4.04776E+16,7249
Nadine,5.23128E+16,5626
Siana,5.91226E+16,3049
Danny,6.15177E+16,9451
Cassondra,6.65731E+16,4344
Silvana,4.17873E+16,8939
Lexine,4.42143E+16,2982
Agathe,6.266E+16,4611
Kaia,5.14614E+16,1011
Edith,5.961E+16,5340
Genovera,4.99438E+16,2326
Leona,5.83828E+16,1100
Harmonia,5.58306E+16,5952
Frances,5.01553E+16,5195
Bertine,6.95844E+16,3391
Layla,6.85627E+16,6083
Leona,5.40304E+16,8263
Amalie,5.16527E+16,7749
Concettina,6.66817E+16,6975
Keelia,4.15645E+16,7949
Dyann,5.9992E+16,9141
Correy,6.07562E+16,6460
Corly,6.79672E+16,2050
Tressa,5.26592E+16,5477
Diena,4.14396E+16,1607
Tatiania,4.91232E+16,6955
Evaleen,5.87443E+16,9818
Maud,4.08442E+16,6489
Sindee,4.60628E+16,8815
Karena,6.72554E+16,9193
Jordan,4.3465E+16,7198
Viki,4.43757E+16,3980
Ronna,6.02366E+16,7922
Penelopa,5.38567E+16,3426
Coral,4.06107E+16,1461
Sashenka,4.69335E+16,3946
Nananne,4.37992E+16,9123
Ann-Marie,5.09233E+16,9054
Doro,4.1629E+16,7750
Laure,6.72091E+16,1353
Olivette,4.19726E+16,3021
Jacquetta,5.1399E+16,6100
Roberta,4.65721E+16,6698
Etta,5.78992E+16,9949
Brooks,5.18107E+16,1263
Frances,5.75149E+16,5610
Arlina,5.55156E+16,9316
Tracey,4.28988E+16,1763
Ebonee,5.78715E+16,4885
Glynnis,5.21948E+16,7895
Rozele,4.46585E+16,6736
Darlleen,5.38833E+16,5584
Nikki,6.12374E+16,7414
Emylee,4.30656E+16,6920
Ada,5.00901E+16,4424
Rhoda,6.39003E+16,6339
Kamilah,5.71755E+16,3550
Katleen,4.64554E+16,1286
Chastity,4.63038E+16,9605
Melodie,5.6198E+16,9434
Shel,6.65496E+16,7019
Amii,5.37081E+16,4752
Kathi,5.20377E+16,2908
Gerianna,6.77258E+16,3772
Vivia,6.90485E+16,1539
Dulcinea,6.6647E+16,4982
Wanda,5.03573E+16,8124
Jan,6.54416E+16,2773
Amelia,4.23477E+16,7899
Mathilda,6.7302E+16,7065
Gertrud,4.37321E+16,2033
Willetta,4.39988E+16,3017
Silvana,5.41489E+16,9904
Charlena,4.25303E+16,9591
Jorry,6.12246E+16,9275
Orsola,5.23737E+16,2064
Basia,6.82387E+16,7718
Britte,6.31596E+16,5910
Gale,4.82848E+16,4720
Susette,5.13961E+16,2947
Ellette,4.1991E+16,6336
Etta,5.74787E+16,7225
Dulcinea,6.39856E+16,8689
Rivalee,5.27921E+16,4808
Ericka,4.5743E+16,2488
Celene,4.54604E+16,7174
Charissa,6.29761E+16,1922
Emelina,6.63294E+16,7922
Bibby,6.55879E+16,2235
Feliza,4.307E+16,1845
Justinn,4.28817E+16,8505
Theodora,6.62868E+16,3898
Elora,5.46002E+16,4323
Bernardine,4.46934E+16,4396
Joelly,5.07521E+16,1526
Mara,4.14785E+16,8276
Dominga,6.83246E+16,5157
Karly,5.60141E+16,5779
Willetta,5.7389E+16,3150
Micheline,4.52787E+16,1579
Valli,6.92057E+16,4823
Vevay,6.97075E+16,5514
Barbara,5.79099E+16,3962
Nyssa,4.5708E+16,1662
Belva,5.55224E+16,2128
Joelly,4.40987E+16,8762
Oona,4.39475E+16,6913
Moyna,4.22414E+16,1612
Britni,6.55249E+16,3821
Carly,6.90057E+16,8543
Madeleine,5.4648E+16,9236
Blondelle,6.43308E+16,6263
Farrah,6.41509E+16,7376
Brooks,5.45849E+16,6568
Dede,5.50426E+16,1488
Jenda,6.57841E+16,7813
Cathyleen,4.94843E+16,8720
Ana,4.8829E+16,6238
Tani,5.39901E+16,9201
Britni,6.69975E+16,8463
Noelle,4.05578E+16,1022
Cathyleen,4.35711E+16,9010
Janeczka,4.2233E+16,3542
Reeba,5.79259E+16,7781
Marline,6.725E+16,2798
Dulce,4.8991E+16,2820
Nita,4.33917E+16,1293
Noelle,4.19003E+16,1278
Minne,6.72952E+16,2638
Chloris,5.62357E+16,7712
Cathyleen,6.2077E+16,5224
Lynea,6.85953E+16,8018
Dotty,5.15543E+16,2899
Pollyanna,4.50498E+16,4356
Dennie,5.96193E+16,4409
Jere,4.66246E+16,4326
Daphne,4.72365E+16,6410
Wynne,6.48866E+16,1601
Catharine,6.41226E+16,3326
Taffy,6.62556E+16,5415
Elvira,4.7493E+16,3729
Shandie,5.92631E+16,5773
Minda,6.10081E+16,6195
Gabi,6.25459E+16,7362
Myriam,4.50046E+16,9727
Addia,4.81298E+16,5262
Sheelagh,4.25563E+16,3780
Bill,5.59679E+16,2701
Jean,4.42114E+16,7751
Dotty,6.56518E+16,8903
Devina,4.56429E+16,1563
Deirdre,5.54409E+16,8861
Jorry,4.92436E+16,4206
Janenna,6.92575E+16,1340
Jacenta,5.79819E+16,4634
Minne,5.16527E+16,7786
Melanie,4.8519E+16,5705
Nananne,4.27261E+16,7610
Lolita,4.03959E+16,4954
Minda,5.64372E+16,3736
