NAME,ID,Total_Amount
Fanchon,5.52E+16,2973
Jasmina,6.75E+16,4600
Mignon,5.05E+16,3345
Noelle,4.83E+16,7137
Hyacinthe,4.57E+16,6512
Keelia,6.94E+16,8799
Juliane,4.81E+16,4204
Monika,5.92E+16,2131
Claudina,5.17E+16,2777
Mahalia,6.92E+16,2820
Roslyn,5.08E+16,9368
Daryl,5.60E+16,4290
Elbertina,4.64E+16,9431
Christal,4.58E+16,9154
Clo,4.86E+16,7679
Fidelia,6.28E+16,2945
Alleen,5.02E+16,7486
Binny,4.02E+16,8650
Renae,4.48E+16,5864
Magdalena,5.86E+16,7065
Hermione,5.65E+16,7585
Benita,4.76E+16,5481
Kaia,5.34E+16,3942
Annice,6.98E+16,8767
Dorene,6.62E+16,7661
Anestassia,6.58E+16,9758
Hannis,5.37E+16,6193
Bibby,4.36E+16,3979
Pierette,5.88E+16,6320
Blinni,4.63E+16,5663
Maurene,5.38E+16,6878
Karlee,4.05E+16,7780
Delilah,4.30E+16,5621
Cordi,5.61E+16,4373
Briney,4.30E+16,6536
Emylee,4.35E+16,4569
Dari,4.45E+16,5770
Noelle,6.04E+16,8991
Sibella,6.27E+16,6409
Ada,4.92E+16,1524
Rani,4.92E+16,6523
Caryl,4.76E+16,5107
Jasmina,4.38E+16,4346
Mary,4.72E+16,6492
Elena,4.45E+16,6998
Zsa Zsa,5.25E+16,7227
Dorene,5.71E+16,8220
Anthia,6.67E+16,2118
Glynnis,4.95E+16,2104
Nicoli,6.28E+16,4963
Deirdre,6.08E+16,3347
Keelia,5.47E+16,3520
Cacilie,6.41E+16,5437
Rebeca,5.52E+16,7992
Roz,6.47E+16,4972
Dennie,5.21E+16,2270
Marika,4.24E+16,5202
Danny,6.81E+16,3891
Sadie,4.55E+16,2869
Edyth,4.51E+16,6630
Edith,5.52E+16,1848
Lizzie,6.50E+16,9916
Maryellen,6.38E+16,9536
Rani,5.49E+16,3503
Blondelle,6.15E+16,2666
Modestia,4.14E+16,9526
Silvana,4.88E+16,1761
Fawne,6.76E+16,8265
Odessa,4.40E+16,4007
Imojean,4.81E+16,8330
Gianina,5.81E+16,7634
Kamilah,4.66E+16,9337
Laure,4.48E+16,4074
Jackie,5.85E+16,6605
Tani,5.81E+16,6964
Damaris,6.84E+16,5101
Carolina,4.03E+16,9060
Willetta,6.02E+16,2999
Tiffie,4.03E+16,7159
Flory,5.88E+16,3834
Jaime,5.69E+16,1743
Kathy,5.47E+16,8462
Kaia,5.24E+16,9254
Elie,4.66E+16,5482
Maryellen,6.88E+16,3163
Annecorinne,6.04E+16,6222
Ofilia,4.44E+16,7576
Joceline,4.20E+16,7673
Melodie,4.95E+16,2179
Micheline,5.67E+16,4666
Fredericka,6.47E+16,2102
Gratia,6.72E+16,5958
Nollie,6.57E+16,9548
Tami,4.50E+16,3432
Gerrie,4.58E+16,2136
Barbara,4.91E+16,3995
Joelly,5.90E+16,4058
Trudie,4.90E+16,9237
Nerta,6.78E+16,6081
Stephanie,4.41E+16,7840
Ericka,4.22E+16,7886
Jeanna,6.05E+16,5761
Mary,5.33E+16,3829
Hope,4.19E+16,8292
Ninnetta,6.04E+16,5216
Gerianna,6.94E+16,9833
Catharine,4.88E+16,3389
Gianina,5.37E+16,3433
Alejandra,6.66E+16,3929
Mariann,4.86E+16,5277
Tomasina,4.20E+16,1377
Sean,5.07E+16,1856
Shel,4.28E+16,4432
Cissiee,5.02E+16,7165
Rosabelle,4.55E+16,2247
Sara-Ann,4.78E+16,8776
Linet,4.42E+16,8790
Ronna,6.43E+16,3044
Elmira,4.19E+16,6755
Anallese,6.44E+16,3713
Carilyn,4.81E+16,5946
Kaia,6.51E+16,4427
Elise,6.95E+16,2584
Jordan,4.74E+16,1453
Emylee,4.25E+16,4686
Sarette,6.86E+16,3288
Linet,4.45E+16,4181
Cacilie,6.42E+16,3864
Blake,6.03E+16,5454
Agnese,5.78E+16,8876
Teddie,5.05E+16,6400
Hallie,4.24E+16,1866
Angelique,5.32E+16,9959
Carilyn,4.63E+16,5847
Lisette,5.52E+16,6994
Elbertina,4.06E+16,7600
Ninnetta,6.98E+16,9690
Ada,6.36E+16,3725
Dione,4.92E+16,9363
Cordi,6.46E+16,8686
Ofilia,4.73E+16,2653
Judy,4.92E+16,8552
Felice,6.32E+16,3391
Dianemarie,5.25E+16,6464
Nerta,5.69E+16,8014
Barbi,6.79E+16,8252
Kary,5.29E+16,4193
Constance,5.64E+16,3826
Halette,5.69E+16,2400
Sophia,4.76E+16,1726
Celestyna,6.90E+16,7434
Carmencita,6.64E+16,3754
Merry,6.94E+16,2778
Fredericka,5.43E+16,8321
Paulita,5.95E+16,2969
Merci,4.99E+16,9615
Emelina,6.56E+16,7131
Brooks,6.75E+16,2924
Barbara,6.38E+16,3744
Ernesta,5.13E+16,3137
Mellicent,5.59E+16,6775
Hyacinthe,5.69E+16,1357
Rozele,4.33E+16,9947
Madelle,5.64E+16,8795
Winifred,6.97E+16,8170
Jacquetta,4.19E+16,2157
Lilith,4.31E+16,3638
Dulcinea,5.69E+16,5221
Nonnah,5.88E+16,5433
Blondelle,6.12E+16,4272
Rhea,6.23E+16,8007
Nananne,4.49E+16,1506
Gertrud,5.00E+16,9191
Lulita,6.96E+16,5704
Cherrita,6.77E+16,5487
Caressa,6.49E+16,7343
Edith,5.17E+16,9011
Nyssa,5.58E+16,8060
Mahalia,5.27E+16,5514
Lorne,6.83E+16,7042
Luci,6.74E+16,3785
Kristina,5.32E+16,4502
Ericka,6.62E+16,7975
Neila,6.66E+16,8124
Minne,5.55E+16,4990
Madelle,4.12E+16,6138
Beatriz,4.82E+16,4906
Zsa Zsa,5.11E+16,4915
Steffane,5.58E+16,6203
Eolanda,5.73E+16,1973
Anica,5.87E+16,9029
Linzy,4.40E+16,9231
Jasmina,5.83E+16,1193
Briney,4.41E+16,4318
Alie,6.62E+16,4013
Aigneis,6.98E+16,6923
Tina,6.31E+16,5649
Corene,6.48E+16,4470
Merci,5.03E+16,7413
Basia,6.30E+16,7702
Orelia,5.37E+16,1519
Vere,6.34E+16,2818
Chere,4.33E+16,2134
Yetty,6.82E+16,8117
Kassey,6.18E+16,4959
Jenda,5.33E+16,2678
Yetty,6.60E+16,8751
Phylis,4.66E+16,2971
Netty,6.44E+16,4755
Sissy,6.25E+16,4469
Flo,5.45E+16,8667
Lisette,4.53E+16,6111
Evita,6.34E+16,8830
Alleen,6.99E+16,9065
Gusty,4.46E+16,7660
Amalie,5.68E+16,8792
Karly,5.42E+16,2073
Jaclyn,4.59E+16,1536
Oralee,4.30E+16,5180
Randa,5.33E+16,8623
Madalyn,4.08E+16,6567
Carolina,5.52E+16,3615
Maye,4.19E+16,3777
Larine,4.55E+16,4214
Queenie,6.78E+16,3673
Kamilah,4.48E+16,4142
Dolli,6.99E+16,8444
Ricky,4.04E+16,2790
Mariann,6.03E+16,7869
Claresta,5.41E+16,3701
Adele,4.06E+16,8624
Orsola,6.23E+16,1626
Kenna,6.85E+16,9447
Zia,4.70E+16,2406
Anallese,4.78E+16,4021
Shauna,6.38E+16,9012
Shandie,4.90E+16,9219
Averyl,6.87E+16,4583
Tiffie,4.38E+16,3909
Aryn,4.40E+16,9815
Caritta,6.08E+16,4987
Fawne,5.37E+16,3264
Glynnis,5.13E+16,4275
Rhoda,4.23E+16,2505
Lindie,6.14E+16,3950
Arlena,4.25E+16,1362
Cristabel,6.80E+16,1712
Riannon,6.30E+16,8074
Riannon,6.92E+16,1802
Arlena,4.79E+16,9334
Mady,4.01E+16,7858
Maurene,5.08E+16,3205
Xylina,5.09E+16,7736
Tarra,6.05E+16,1588
Kelly,4.99E+16,3513
Cam,5.89E+16,5425
Ayn,4.93E+16,7685
Halette,5.07E+16,7217
Emmey,6.09E+16,1799
Jackie,5.20E+16,5307
Vevay,6.56E+16,2283
Gerrie,4.22E+16,5627
Nananne,4.70E+16,8940
Starla,6.64E+16,2821
Gale,4.31E+16,5406
Abbie,5.82E+16,6900
Aurore,6.76E+16,5398
Sheree,4.88E+16,7148
Aeriela,5.34E+16,1399
Ulrike,4.08E+16,6322
Tilly,5.45E+16,9068
Fernande,5.40E+16,5262
Aaren,5.96E+16,5113
Aurelie,4.92E+16,8850
Rosabelle,6.14E+16,9975
Gwenneth,4.91E+16,6598
Lynea,4.37E+16,3598
Jaime,6.76E+16,7830
Jemie,4.77E+16,3213
Joceline,5.04E+16,6577
Doro,4.61E+16,9916
Kittie,6.01E+16,9027
Di,6.31E+16,2252
Zsa Zsa,6.75E+16,6195
Ronna,6.18E+16,9131
Jolyn,4.34E+16,7705
Gabriellia,6.38E+16,6741
Carolina,4.60E+16,9458
Amelia,4.65E+16,8246
Nickie,4.59E+16,1947
Jacquetta,6.58E+16,8420
Shaine,4.54E+16,5089
Georgetta,4.22E+16,5096
Laurene,4.83E+16,7332
Arabel,6.74E+16,7114
Blondelle,5.11E+16,3963
Lanae,6.95E+16,4996
Nerta,6.55E+16,3854
Wynne,6.45E+16,5836
Janey,5.39E+16,7627
Shirlee,6.64E+16,3309
Brietta,5.16E+16,2781
Deirdre,5.04E+16,6161
Linzy,6.37E+16,4012
Olwen,6.72E+16,9113
Alia,6.68E+16,9040
Arlena,6.00E+16,5143
Amelia,6.74E+16,4313
Orsola,4.27E+16,1995
Bobbi,6.40E+16,4781
Valli,6.81E+16,7434
Christy,4.52E+16,5241
Isa,6.52E+16,5677
Margarette,5.72E+16,8356
Veda,6.61E+16,6206
Mady,5.36E+16,2681
Chickie,5.50E+16,9609
Arlena,6.75E+16,1923
Cassondra,5.13E+16,4669
Rivalee,6.64E+16,7462
Etta,5.97E+16,1331
Teddie,5.00E+16,1719
Tomasina,4.23E+16,2671
Rosabelle,4.78E+16,7466
Cherrita,5.45E+16,9644
Mary,6.91E+16,9237
Mildrid,4.62E+16,4350
Celisse,6.82E+16,2800
Rochette,6.73E+16,7224
Ekaterina,4.43E+16,5214
Tobe,4.89E+16,2415
Laurene,4.56E+16,6183
Harmonia,4.21E+16,2338
Gale,4.46E+16,4937
Charlena,5.76E+16,3037
Daryl,6.79E+16,7022
Edee,6.93E+16,9494
Correy,4.14E+16,9602
Paola,5.31E+16,7913
Kristina,6.79E+16,4255
Raf,6.70E+16,4197
Mureil,4.71E+16,5739
Evita,5.25E+16,3645
Phedra,4.67E+16,9820
Adore,6.17E+16,8626
Jsandye,6.12E+16,3910
Wileen,4.73E+16,5239
Felice,5.99E+16,5759
Sissy,6.50E+16,8159
Sharai,6.55E+16,5075
Nollie,6.73E+16,1973
Raf,4.49E+16,2052
Merle,4.02E+16,3475
Anthia,6.32E+16,3506
Rebeca,5.09E+16,4736
Korrie,6.08E+16,6369
Karolina,4.16E+16,3073
Debee,4.76E+16,3726
Debee,6.23E+16,9928
Mariele,5.61E+16,6753
Zondra,6.89E+16,3128
Shaylyn,5.12E+16,2772
Elvira,6.10E+16,4933
Leona,6.56E+16,5926
Maryellen,6.74E+16,7933
Carlie,6.71E+16,2662
Shannah,5.44E+16,1064
Lelah,6.00E+16,4189
Elie,5.60E+16,4668
Winny,6.69E+16,3608
Emilia,4.05E+16,8417
Margette,4.88E+16,2170
Emmey,6.67E+16,9220
Emmey,6.58E+16,4329
Bettine,6.52E+16,6865
Dorthy,4.68E+16,6773
Aaren,4.25E+16,8161
Gilda,6.59E+16,1116
Carmela,5.14E+16,6891
Rayna,4.25E+16,1773
Gabi,4.31E+16,4592
Marguerite,5.39E+16,5241
Deirdre,5.33E+16,7383
Vonny,6.96E+16,9432
Carmela,5.88E+16,5793
Ida,4.42E+16,8330
Linzy,4.09E+16,2282
Roslyn,6.64E+16,1917
Candi,6.68E+16,7985
Sidoney,4.03E+16,6028
Tomasina,5.16E+16,1475
Stevana,5.36E+16,3089
Goldie,6.44E+16,7081
Gabriellia,6.61E+16,4890
Cyb,5.88E+16,1198
Dulcinea,6.63E+16,5479
Lyssa,6.20E+16,9246
Goldie,5.53E+16,8907
Felice,6.53E+16,4187
Lynea,4.36E+16,8364
Helsa,6.22E+16,4628
Tobe,6.32E+16,1891
Pollyanna,4.61E+16,7075
Alejandra,5.63E+16,3083
Maud,4.76E+16,2843
Cacilie,6.19E+16,4871
Tami,5.09E+16,4748
Dagmar,6.55E+16,2745
Tobe,6.29E+16,6263
Cordi,6.15E+16,8374
Linzy,6.76E+16,6064
Blake,6.34E+16,9235
Pamella,4.79E+16,4203
Minda,6.20E+16,2656
Agnese,6.11E+16,7994
Agnese,4.63E+16,8230
Leona,4.14E+16,5124
Riannon,5.04E+16,4810
Lory,5.04E+16,9704
Gaylene,4.81E+16,7811
Averyl,5.39E+16,9637
Gavrielle,5.04E+16,3758
Lynnea,5.34E+16,6036
Carree,5.50E+16,5184
Emma,5.54E+16,6682
Barbi,6.36E+16,2251
Ronna,4.32E+16,2889
Clary,6.89E+16,1708
Melanie,5.27E+16,1937
Dorice,6.38E+16,6471
June,4.04E+16,3370
Brianna,6.32E+16,2254
Dianemarie,5.80E+16,3117
Emylee,5.68E+16,8400
Ginnie,5.94E+16,1183
Meghann,5.19E+16,3189
Kary,4.92E+16,9327
Gusella,4.30E+16,4942
Tomasina,4.70E+16,8503
Lulita,4.48E+16,6842
Mireielle,5.07E+16,4786
Xylina,4.95E+16,8146
Kamilah,5.08E+16,2028
Kate,5.06E+16,3201
Deane,6.26E+16,8354
Romona,5.36E+16,2168
Fayre,5.63E+16,2004
Cherilyn,5.84E+16,7586
Ninnetta,5.50E+16,7302
Susan,6.49E+16,3886
Livvyy,6.86E+16,2926
Rori,5.92E+16,9423
Annaliese,6.82E+16,3472
Edyth,6.77E+16,5409
Magdalena,6.82E+16,6409
Max,6.80E+16,9220
Marleah,4.24E+16,8963
Deane,6.71E+16,4758
Hettie,6.64E+16,2238
Siana,4.51E+16,8666
Gerianna,6.67E+16,1969
Rani,6.37E+16,6086
Lauryn,4.92E+16,2406
Kaja,4.06E+16,3637
Stacey,5.75E+16,2295
Susan,6.70E+16,4056
Fina,4.79E+16,6303
Jordan,5.77E+16,3171
Laure,4.56E+16,6927
Amalie,6.38E+16,4204
Beverley,6.11E+16,3755
Ginnie,4.56E+16,7373
Amii,4.41E+16,9003
Harmonia,4.29E+16,5129
Carilyn,4.63E+16,1725
Bernardine,5.94E+16,5357
Ofilia,4.70E+16,9618
Fanny,6.79E+16,4516
Ida,4.25E+16,6608
Cissiee,4.94E+16,4853
Gretal,4.18E+16,6924
Letizia,6.65E+16,2576
Ayn,5.17E+16,3960
Natka,5.02E+16,3719
Mildrid,5.35E+16,8918
Jessamyn,5.86E+16,8006
Charlena,6.74E+16,9132
Norine,4.83E+16,4746
Margette,5.65E+16,4951
Millie,4.07E+16,2777
Nerta,4.06E+16,5451
Eve,5.20E+16,3393
Iseabal,4.46E+16,5572
Rhoda,5.86E+16,7215
Valli,4.90E+16,1805
Liana,5.71E+16,6041
Aaren,6.49E+16,2784
Kellen,5.63E+16,4872
Mildrid,6.35E+16,2515
Shell,6.32E+16,5331
Cathyleen,5.85E+16,9579
Zsa Zsa,4.03E+16,6171
Dorthy,6.09E+16,9667
Sharlene,5.49E+16,6145
Nariko,4.45E+16,8538
Jolyn,4.93E+16,5059
Corene,6.53E+16,9461
Lanna,6.53E+16,5733
Andeee,6.75E+16,4671
Helsa,4.56E+16,6401
Deloria,4.11E+16,9310
Sashenka,5.21E+16,4333
Winifred,4.25E+16,2834
Lenna,5.18E+16,6100
June,4.46E+16,8731
Frances,6.25E+16,5016
Dacia,5.55E+16,3083
Aeriela,4.52E+16,8522
Edyth,6.66E+16,6819
Valera,4.07E+16,2387
Britte,4.25E+16,8905
Arabel,4.54E+16,7384
Henriette,5.86E+16,5936
Latisha,6.85E+16,8729
Hildegaard,5.55E+16,8389
Priscilla,4.28E+16,7351
Jan,6.51E+16,5329
Frank,5.13E+16,1057
Natka,6.62E+16,6027
Melina,6.07E+16,4952
Lita,5.45E+16,6887
Kassey,5.89E+16,6673
Joleen,4.99E+16,1237
Winny,5.34E+16,2571
Helsa,5.82E+16,2706
Ethel,4.28E+16,1862
Adele,6.23E+16,3767
Marti,5.55E+16,1053
Katleen,5.58E+16,7687
Glynnis,5.04E+16,6232
Katharina,4.19E+16,8707
Nataline,4.09E+16,5675
Livvyy,5.82E+16,5594
Benita,4.30E+16,9960
Bill,6.32E+16,7004
Vere,5.32E+16,8159
Deedee,5.64E+16,9771
Audrie,5.62E+16,3842
Danny,4.90E+16,8260
Dulce,4.91E+16,8943
Marita,4.56E+16,6537
Konstance,6.89E+16,6137
Joy,4.22E+16,4695
Sheree,5.49E+16,5834
Christal,5.51E+16,3866
Tybie,4.98E+16,4549
Adore,5.09E+16,10000
Carree,4.54E+16,9390
Eugine,4.81E+16,9539
Chrystel,5.93E+16,2124
Margalo,6.31E+16,2209
Gusty,4.01E+16,9172
Ketti,4.59E+16,6420
Ronna,6.59E+16,2383
Orelia,4.31E+16,6146
Kial,5.35E+16,4068
Carmela,5.84E+16,9377
Ashlee,4.07E+16,7546
Corry,5.72E+16,4633
Ingrid,6.75E+16,9158
Hope,5.06E+16,6665
Cindelyn,5.64E+16,1776
Paulita,5.35E+16,6187
Violet,4.74E+16,1634
Estell,5.18E+16,8070
Elfreda,5.22E+16,3726
Drucie,5.76E+16,3798
Sean,4.26E+16,6280
Ardys,5.78E+16,8319
Jobi,4.48E+16,4101
Kathi,4.39E+16,3057
Alleen,4.49E+16,7850
Eolanda,4.04E+16,7747
Blinni,5.93E+16,8822
Lisette,4.36E+16,7378
Daphne,5.36E+16,8921
Norine,5.90E+16,5324
Dulce,5.48E+16,2273
Lorenza,5.48E+16,1349
Carmencita,6.10E+16,8406
Dominga,4.05E+16,7249
Nadine,5.23E+16,5626
Siana,5.91E+16,3049
Danny,6.15E+16,9451
Cassondra,6.66E+16,4344
Silvana,4.18E+16,8939
Lexine,4.42E+16,2982
Agathe,6.27E+16,4611
Kaia,5.15E+16,1011
Edith,5.96E+16,5340
Genovera,4.99E+16,2326
Leona,5.84E+16,1100
Harmonia,5.58E+16,5952
Frances,5.02E+16,5195
Bertine,6.96E+16,3391
Layla,6.86E+16,6083
Leona,5.40E+16,8263
Amalie,5.17E+16,7749
Concettina,6.67E+16,6975
Keelia,4.16E+16,7949
Dyann,6.00E+16,9141
Correy,6.08E+16,6460
Corly,6.80E+16,2050
Tressa,5.27E+16,5477
Diena,4.14E+16,1607
Tatiania,4.91E+16,6955
Evaleen,5.87E+16,9818
Maud,4.08E+16,6489
Sindee,4.61E+16,8815
Karena,6.73E+16,9193
Jordan,4.35E+16,7198
Viki,4.44E+16,3980
Ronna,6.02E+16,7922
Penelopa,5.39E+16,3426
Coral,4.06E+16,1461
Sashenka,4.69E+16,3946
Nananne,4.38E+16,9123
Ann-Marie,5.09E+16,9054
Doro,4.16E+16,7750
Laure,6.72E+16,1353
Olivette,4.20E+16,3021
Jacquetta,5.14E+16,6100
Roberta,4.66E+16,6698
Etta,5.79E+16,9949
Brooks,5.18E+16,1263
Frances,5.75E+16,5610
Arlina,5.55E+16,9316
Tracey,4.29E+16,1763
Ebonee,5.79E+16,4885
Glynnis,5.22E+16,7895
Rozele,4.47E+16,6736
Darlleen,5.39E+16,5584
Nikki,6.12E+16,7414
Emylee,4.31E+16,6920
Ada,5.01E+16,4424
Rhoda,6.39E+16,6339
Kamilah,5.72E+16,3550
Katleen,4.65E+16,1286
Chastity,4.63E+16,9605
Melodie,5.62E+16,9434
Shel,6.65E+16,7019
Amii,5.37E+16,4752
Kathi,5.20E+16,2908
Gerianna,6.77E+16,3772
Vivia,6.90E+16,1539
Dulcinea,6.66E+16,4982
Wanda,5.04E+16,8124
Jan,6.54E+16,2773
Amelia,4.23E+16,7899
Mathilda,6.73E+16,7065
Gertrud,4.37E+16,2033
Willetta,4.40E+16,3017
Silvana,5.41E+16,9904
Charlena,4.25E+16,9591
Jorry,6.12E+16,9275
Orsola,5.24E+16,2064
Basia,6.82E+16,7718
Britte,6.32E+16,5910
Gale,4.83E+16,4720
Susette,5.14E+16,2947
Ellette,4.20E+16,6336
Etta,5.75E+16,7225
Dulcinea,6.40E+16,8689
Rivalee,5.28E+16,4808
Ericka,4.57E+16,2488
Celene,4.55E+16,7174
Charissa,6.30E+16,1922
Emelina,6.63E+16,7922
Bibby,6.56E+16,2235
Feliza,4.31E+16,1845
Justinn,4.29E+16,8505
Theodora,6.63E+16,3898
Elora,5.46E+16,4323
Bernardine,4.47E+16,4396
Joelly,5.08E+16,1526
Mara,4.15E+16,8276
Dominga,6.83E+16,5157
Karly,5.60E+16,5779
Willetta,5.74E+16,3150
Micheline,4.53E+16,1579
Valli,6.92E+16,4823
Vevay,6.97E+16,5514
Barbara,5.79E+16,3962
Nyssa,4.57E+16,1662
Belva,5.55E+16,2128
Joelly,4.41E+16,8762
Oona,4.39E+16,6913
Moyna,4.22E+16,1612
Britni,6.55E+16,3821
Carly,6.90E+16,8543
Madeleine,5.46E+16,9236
Blondelle,6.43E+16,6263
Farrah,6.42E+16,7376
Brooks,5.46E+16,6568
Dede,5.50E+16,1488
Jenda,6.58E+16,7813
Cathyleen,4.95E+16,8720
Ana,4.88E+16,6238
Tani,5.40E+16,9201
Britni,6.70E+16,8463
Noelle,4.06E+16,1022
Cathyleen,4.36E+16,9010
Janeczka,4.22E+16,3542
Reeba,5.79E+16,7781
Marline,6.73E+16,2798
Dulce,4.90E+16,2820
Nita,4.34E+16,1293
Noelle,4.19E+16,1278
Minne,6.73E+16,2638
Chloris,5.62E+16,7712
Cathyleen,6.21E+16,5224
Lynea,6.86E+16,8018
Dotty,5.16E+16,2899
Pollyanna,4.50E+16,4356
Dennie,5.96E+16,4409
Jere,4.66E+16,4326
Daphne,4.72E+16,6410
Wynne,6.49E+16,1601
Catharine,6.41E+16,3326
Taffy,6.63E+16,5415
Elvira,4.75E+16,3729
Shandie,5.93E+16,5773
Minda,6.10E+16,6195
Gabi,6.25E+16,7362
Myriam,4.50E+16,9727
Addia,4.81E+16,5262
Sheelagh,4.26E+16,3780
Bill,5.60E+16,2701
Jean,4.42E+16,7751
Dotty,6.57E+16,8903
Devina,4.56E+16,1563
Deirdre,5.54E+16,8861
Jorry,4.92E+16,4206
Janenna,6.93E+16,1340
Jacenta,5.80E+16,4634
Minne,5.17E+16,7786
Melanie,4.85E+16,5705
Nananne,4.27E+16,7610
Lolita,4.04E+16,4954
Minda,5.64E+16,3736
Olwen,4.22E+16,4033
Patricia,5.76E+16,2816
Demetris,6.90E+16,4914
Mureil,4.29E+16,3266
Genevra,6.01E+16,9244
Cyndie,4.72E+16,2722
Marcy,4.84E+16,7885
Hettie,5.81E+16,5156
Jessamyn,5.11E+16,2002
Mildrid,6.60E+16,7973
Marita,6.54E+16,5747
Kristina,4.92E+16,2520
Dominga,4.33E+16,2748
Brena,6.13E+16,2087
Winny,4.08E+16,8837
Kaia,5.88E+16,5691
Etta,4.43E+16,2948
Bettine,6.30E+16,1686
Gaylene,6.42E+16,4392
Halette,5.90E+16,7471
Kaia,6.02E+16,4936
Vanessa,6.38E+16,8826
Blondelle,5.95E+16,5068
Shauna,4.01E+16,2021
Gloria,5.50E+16,8036
Alleen,6.26E+16,7156
Lexine,5.83E+16,2312
Raina,4.82E+16,8910
Yolane,5.42E+16,4314
Lyssa,4.26E+16,6252
Chrystel,6.34E+16,5255
Ericka,5.47E+16,9748
Ermengarde,6.32E+16,2779
Donetta,5.51E+16,4662
Morganica,4.87E+16,6932
Valeda,4.18E+16,6669
Marita,6.74E+16,8994
Aaren,4.33E+16,5757
Keelia,6.01E+16,3693
Pollyanna,4.45E+16,8763
Gabi,6.34E+16,4502
Almeta,5.21E+16,3494
Ann-Marie,5.07E+16,3604
Minne,5.57E+16,5678
Goldie,6.82E+16,4436
Leeanne,5.22E+16,8253
Sybille,4.13E+16,2469
Wanda,6.06E+16,5360
Jennica,6.76E+16,6824
Etta,4.89E+16,1515
Monika,5.64E+16,6705
Merrie,4.96E+16,3100
Valeda,4.59E+16,8930
Nariko,5.49E+16,8304
Pearline,5.25E+16,9032
Wendi,6.19E+16,5689
Iseabal,4.34E+16,7210
