NAME,ID,Price,Discount
Myriam,45004600000000000,9727.0,194.54
Addia,48129800000000000,5262.0,105.24000000000001
Sheelagh,42556300000000000,3780.0,75.60000000000001
Jean,44211400000000000,7751.0,155.02
Devina,45642900000000000,1563.0,31.26
Jorry,49243600000000000,4206.0,84.12
Melanie,48519000000000000,5705.0,114.10000000000001
Nananne,42726100000000000,7610.0,152.20000000000002
Lolita,40395900000000000,4954.0,99.08
Olwen,42203200000000000,4033.0,80.66
Mureil,42883400000000000,3266.0,65.32000000000001
Cyndie,47228400000000000,2722.0,54.44
Marcy,48417800000000000,7885.0,157.70000000000002
Kristina,49185600000000000,2520.0,50.4
Dominga,43322700000000000,2748.0,54.96
Winny,40822300000000000,8837.0,176.74
Etta,44252200000000000,2948.0,58.96
Shauna,40147600000000000,2021.0,40.42
Raina,48162200000000000,8910.0,178.20000000000002
Lyssa,42559100000000000,6252.0,125.04
Morganica,48656200000000000,6932.0,138.64000000000001
Valeda,41778300000000000,6669.0,133.38
Aaren,43346600000000000,5757.0,115.14
Pollyanna,44505500000000000,8763.0,175.26
Sybille,41254600000000000,2469.0,49.38
Etta,48898800000000000,1515.0,30.3
Merrie,49595900000000000,3100.0,62.0
Valeda,45920200000000000,8930.0,178.6
Iseabal,43365300000000000,7210.0,144.20000000000002
Kylynn,41388200000000000,5173.0,103.46000000000001
Pearline,45714500000000000,9585.0,191.70000000000002
Frank,41500500000000000,7441.0,148.82
Florie,48038400000000000,4071.0,81.42
Dari,44546200000000000,9853.0,197.06
Lacie,42191100000000000,4879.0,97.58
Dorthy,47544500000000000,7586.0,151.72
Dulce,48984600000000000,3636.0,72.72
Kerrin,43491600000000000,5365.0,107.3
Roberta,44322800000000000,1752.0,35.04
Priscilla,42016300000000000,3061.0,61.22
Feliza,49557100000000000,2447.0,48.94
Juliane,49221500000000000,8084.0,161.68
Lesly,46997200000000000,6782.0,135.64000000000001
Therine,41774900000000000,4087.0,81.74
Chere,42301300000000000,8176.0,163.52
Dode,40700600000000000,9642.0,192.84
Rozele,45948000000000000,5360.0,107.2
Etta,47683100000000000,9147.0,182.94
Mathilda,44892500000000000,6709.0,134.18
Arabel,40553600000000000,4108.0,82.16
Leanna,44833400000000000,5737.0,114.74000000000001
Juliane,48357400000000000,7306.0,146.12
Edith,41475900000000000,5832.0,116.64
Dennie,46405900000000000,4920.0,98.4
Di,40641900000000000,9808.0,196.16
Frieda,42694500000000000,5452.0,109.04
Nyssa,40536600000000000,5677.0,113.54
Carmela,44945400000000000,6732.0,134.64000000000001
Krystle,47240200000000000,1297.0,25.94
Lisette,41858400000000000,3205.0,64.1
Brianna,44723400000000000,1335.0,26.7
Drucie,41635200000000000,7464.0,149.28
Aimil,41831900000000000,5451.0,109.02
Shauna,40531300000000000,9387.0,187.74
Lulita,40916800000000000,8331.0,166.62
Melisent,43894500000000000,9273.0,185.46
Stacey,40972400000000000,2434.0,48.68
Aili,49063300000000000,4166.0,83.32000000000001
Mureil,42055900000000000,2657.0,53.14
Reeba,42599400000000000,9131.0,182.62
Ursulina,44501100000000000,9462.0,189.24
Raina,48684500000000000,6311.0,126.22
Jobi,48511800000000000,3433.0,68.66
Kaia,44879800000000000,7033.0,140.66
Vinita,40537500000000000,6714.0,134.28
Gwenneth,45605000000000000,8949.0,178.98
Flory,43987500000000000,4650.0,93.0
Katuscha,46423600000000000,3954.0,79.08
Dulcinea,40905500000000000,4246.0,84.92
Lita,40135800000000000,8146.0,162.92000000000002
Abbie,41214100000000000,7099.0,141.98
Frieda,49201100000000000,8087.0,161.74
Lanae,40582300000000000,1130.0,22.6
Krystle,45202600000000000,1554.0,31.080000000000002
Regina,46807500000000000,4217.0,84.34
Desirae,41342400000000000,5863.0,117.26
Genovera,43746700000000000,9683.0,193.66
Clo,45031900000000000,6841.0,136.82
Mellicent,44999800000000000,7277.0,145.54
Gianina,48666200000000000,4750.0,95.0
Dorice,43986500000000000,6724.0,134.48
Jan,44173800000000000,9370.0,187.4
Alexine,41894300000000000,5485.0,109.7
Gaylene,45793900000000000,3947.0,78.94
Sue,43477400000000000,4953.0,99.06
Raquela,47056800000000000,6854.0,137.08
Lonnie,42674900000000000,9359.0,187.18
Etta,46545900000000000,2931.0,58.620000000000005
Carly,45424300000000000,2350.0,47.0
Gloria,49267000000000000,4401.0,88.02
Sheelagh,43578400000000000,1458.0,29.16
Amara,46564400000000000,6081.0,121.62
Lorie,45514000000000000,3836.0,76.72
Leona,42039200000000000,2008.0,40.160000000000004
Ricky,45406900000000000,7419.0,148.38
Adele,44750600000000000,5263.0,105.26
Doralynne,40584200000000000,1004.0,20.080000000000002
Marylou,49874100000000000,6431.0,128.62
Merrie,43373200000000000,6844.0,136.88
Philis,49983700000000000,4584.0,91.68
Merle,46984300000000000,5635.0,112.7
Ira,49990600000000000,2201.0,44.02
Katleen,42050900000000000,8634.0,172.68
Melina,40448600000000000,7582.0,151.64000000000001
Raf,40120700000000000,6292.0,125.84
Merle,42566200000000000,2022.0,40.44
Jacenta,48752000000000000,3274.0,65.48
Anthia,40235700000000000,3931.0,78.62
Desirae,48822600000000000,3065.0,61.300000000000004
Konstance,46737900000000000,6422.0,128.44
Candy,41222700000000000,2161.0,43.22
Tatiania,40089600000000000,5866.0,117.32000000000001
Steffane,47803300000000000,9286.0,185.72
Starla,42757000000000000,2487.0,49.74
Elyssa,46691500000000000,7306.0,146.12
Elie,42676800000000000,3821.0,76.42
Genevra,41930400000000000,6256.0,125.12
Christian,41700900000000000,9686.0,193.72
Concettina,48388300000000000,6673.0,133.46
Taffy,45269700000000000,9488.0,189.76
Berget,41856300000000000,3958.0,79.16
Felice,46588200000000000,9051.0,181.02
Britte,47904600000000000,2227.0,44.54
Lorne,42002300000000000,3207.0,64.14
Fredericka,49137400000000000,5384.0,107.68
Blondelle,48660400000000000,2879.0,57.58
Berget,46365400000000000,4250.0,85.0
Sandie,40148500000000000,8897.0,177.94
Beverley,49612600000000000,9915.0,198.3
Sabina,47962100000000000,2808.0,56.160000000000004
Evita,45719700000000000,3888.0,77.76
Andeee,45312100000000000,3921.0,78.42
Kaja,43305600000000000,2725.0,54.5
Jerry,48696700000000000,9764.0,195.28
Lolita,40100800000000000,6221.0,124.42
Dolli,45544100000000000,3707.0,74.14
Suzette,42961700000000000,5221.0,104.42
Deloria,48730200000000000,7057.0,141.14000000000001
Gisela,49587100000000000,5097.0,101.94
Kaja,48664600000000000,1168.0,23.36
Jessy,41459600000000000,7824.0,156.48
Merci,42294100000000000,6085.0,121.7
Gavrielle,48459700000000000,4158.0,83.16
Catrina,46908400000000000,5919.0,118.38
Vinita,49198900000000000,7545.0,150.9
Joelly,44625800000000000,7619.0,152.38
Kial,47388200000000000,2994.0,59.88
Marsiella,48581200000000000,6116.0,122.32000000000001
Christy,42734300000000000,2809.0,56.18
Ninnetta,45329600000000000,3320.0,66.4
Rosaline,42289400000000000,9120.0,182.4
Angela,45876900000000000,5995.0,119.9
Arabel,40035400000000000,6482.0,129.64000000000001
Delilah,41648000000000000,5507.0,110.14
Jacenta,42960800000000000,4263.0,85.26
Courtnay,49035200000000000,9590.0,191.8
Paule,44972000000000000,5151.0,103.02
Taffy,46390000000000000,3524.0,70.48
Constance,47216900000000000,9354.0,187.08
Roberta,49107100000000000,6175.0,123.5
Yolane,42997100000000000,2852.0,57.04
Marcelline,48121300000000000,6766.0,135.32
Vivia,41353400000000000,3054.0,61.08
Randa,48782200000000000,8149.0,162.98
Catrina,45350700000000000,4117.0,82.34
Aigneis,42687700000000000,8626.0,172.52
Sashenka,42916000000000000,1771.0,35.42
Beth,48437700000000000,5372.0,107.44
Jorry,47328300000000000,2167.0,43.34
Elise,44591500000000000,8501.0,170.02
Cam,45753200000000000,6966.0,139.32
Caritta,46268100000000000,6282.0,125.64
Therine,45823400000000000,4655.0,93.10000000000001
Flo,44419800000000000,3916.0,78.32000000000001
Marsiella,42764400000000000,1832.0,36.64
Emelina,45352700000000000,2628.0,52.56
Shell,47770000000000000,3275.0,65.5
Flory,42637200000000000,7201.0,144.02
Laurene,47563500000000000,1836.0,36.72
June,49093900000000000,6399.0,127.98
Riannon,42005900000000000,6764.0,135.28
Rosene,45864800000000000,1713.0,34.26
Cathyleen,49593500000000000,2357.0,47.14
Codie,41367700000000000,7193.0,143.86
Maurene,48135100000000000,4014.0,80.28
Sadie,42440700000000000,8164.0,163.28
Annice,42351900000000000,2568.0,51.36
Shel,49913000000000000,2107.0,42.14
Nita,41819900000000000,5447.0,108.94
Yetty,43341800000000000,9211.0,184.22
Madeleine,49286500000000000,3295.0,65.9
Cacilie,43081700000000000,7450.0,149.0
Fina,49930700000000000,3887.0,77.74
Rayna,46845700000000000,3639.0,72.78
Abbie,46586000000000000,9060.0,181.20000000000002
Neila,47514400000000000,1963.0,39.26
Lory,49361800000000000,2493.0,49.86
Celene,49563100000000000,5405.0,108.10000000000001
Brynna,41840100000000000,5130.0,102.60000000000001
Julieta,42547800000000000,9032.0,180.64000000000001
Nelle,47808700000000000,9672.0,193.44
Antonietta,48791900000000000,5393.0,107.86
Christy,40181900000000000,9452.0,189.04
Deedee,45368500000000000,9792.0,195.84
Ilse,44051700000000000,8452.0,169.04
Judy,46566700000000000,3345.0,66.9
Gale,48978000000000000,4659.0,93.18
Sadie,41666000000000000,9432.0,188.64000000000001
Karlee,49362800000000000,8588.0,171.76
Felice,40449200000000000,2621.0,52.42
Shannah,48171600000000000,2125.0,42.5
Debee,41574500000000000,1146.0,22.92
Deedee,45288900000000000,1471.0,29.42
Lorne,41678500000000000,8050.0,161.0
Adele,45983400000000000,7812.0,156.24
Lisette,40360900000000000,3021.0,60.42
Agathe,48922700000000000,1613.0,32.26
Ebonee,47419900000000000,2409.0,48.18
Gui,46335600000000000,9511.0,190.22
Kary,40350300000000000,3252.0,65.04
Bernie,42418900000000000,5893.0,117.86
Emmey,40109300000000000,9458.0,189.16
Frieda,44769100000000000,6097.0,121.94
Carly,46282100000000000,5574.0,111.48
Britni,49250600000000000,3667.0,73.34
Jenda,47900400000000000,6325.0,126.5
Jan,40483200000000000,1862.0,37.24
Jany,45501400000000000,5351.0,107.02
Emma,48526700000000000,3103.0,62.06
Lila,43119100000000000,1618.0,32.36
Beverley,42093200000000000,7215.0,144.3
Gavrielle,40842000000000000,4551.0,91.02
Cissiee,45524600000000000,8604.0,172.08
Aurore,48146800000000000,7726.0,154.52
Albertina,46198400000000000,9303.0,186.06
Amii,41674100000000000,7100.0,142.0
Georgetta,42479700000000000,3221.0,64.42
Sabina,47702000000000000,4015.0,80.3
Merle,42235000000000000,9394.0,187.88
Rochette,47772300000000000,7014.0,140.28
Debee,49627600000000000,8068.0,161.36
Lisette,43753400000000000,8340.0,166.8
Nelle,45831600000000000,7440.0,148.8
Lesly,46701900000000000,6501.0,130.02
Sibella,44444600000000000,6481.0,129.62
Ofilia,49620900000000000,2397.0,47.94
Fayre,45960800000000000,4409.0,88.18
Kamilah,41251200000000000,9495.0,189.9
Hildegaard,43334100000000000,4508.0,90.16
Tera,49625500000000000,7720.0,154.4
Edee,45144000000000000,3218.0,64.36
Randa,49327800000000000,9167.0,183.34
Sandie,47699900000000000,5490.0,109.8
Jenda,45218700000000000,3173.0,63.46
Joceline,44969200000000000,8934.0,178.68
Fanchon,47953400000000000,4838.0,96.76
Paola,47823500000000000,3682.0,73.64
Lanae,41280400000000000,5423.0,108.46000000000001
Helsa,46089700000000000,7662.0,153.24
Kate,43463900000000000,2114.0,42.28
Sissy,46383500000000000,7042.0,140.84
Vivia,48682100000000000,6352.0,127.04
Sallie,42051300000000000,6939.0,138.78
Dennie,47126300000000000,1838.0,36.76
Jackie,48586900000000000,2558.0,51.160000000000004
Edyth,41181500000000000,2162.0,43.24
Tonia,43998500000000000,8593.0,171.86
Audrie,43002300000000000,9874.0,197.48000000000002
Veda,45548400000000000,9714.0,194.28
Estell,46682600000000000,4696.0,93.92
Dyann,43409600000000000,1020.0,20.400000000000002
Meriel,40180200000000000,6625.0,132.5
Olivette,42634800000000000,6555.0,131.1
Augustine,47106100000000000,9482.0,189.64000000000001
Joleen,42973100000000000,3184.0,63.68
Cam,42270600000000000,7166.0,143.32
Gusty,47587700000000000,2501.0,50.02
Renie,47553500000000000,5073.0,101.46000000000001
Nanete,47713100000000000,9095.0,181.9
Marline,43383000000000000,5311.0,106.22
Gerianna,49491700000000000,9800.0,196.0
Mara,42072300000000000,7798.0,155.96
Bobbi,40446700000000000,9755.0,195.1
Amii,40649400000000000,6348.0,126.96000000000001
Benita,46557700000000000,5444.0,108.88
Kimmy,43023700000000000,9680.0,193.6
Laurene,45206700000000000,2472.0,49.44
Ellette,46180000000000000,8027.0,160.54
Doro,40543400000000000,3362.0,67.24
Emylee,41217300000000000,1065.0,21.3
Shauna,47241600000000000,4041.0,80.82000000000001
Ginnie,46029000000000000,5252.0,105.04
Elie,49442600000000000,6439.0,128.78
Therine,49016500000000000,5346.0,106.92
Gwenneth,45570300000000000,3653.0,73.06
Nananne,46327200000000000,3158.0,63.160000000000004
Melisent,47755400000000000,8984.0,179.68
Isa,47037500000000000,2306.0,46.12
Rivalee,48600700000000000,3310.0,66.2
Feliza,45323400000000000,9668.0,193.36
Genevra,42915200000000000,9664.0,193.28
Farrah,48768000000000000,2814.0,56.28
Teriann,48766800000000000,4725.0,94.5
Starla,46105800000000000,2588.0,51.76
Trixi,46119400000000000,8579.0,171.58
Dawn,41309300000000000,2079.0,41.58
Gisela,46928500000000000,1164.0,23.28
Florencia,40384700000000000,8879.0,177.58
Maryellen,43993200000000000,6558.0,131.16
Vivia,48310100000000000,8383.0,167.66
Karena,43680200000000000,1044.0,20.88
Maud,42325600000000000,8224.0,164.48
Jere,48591800000000000,7278.0,145.56
Elka,42038300000000000,1693.0,33.86
Florie,43124500000000000,2621.0,52.42
Phylis,49051600000000000,7995.0,159.9
Lucy,41404300000000000,9989.0,199.78
Cindelyn,45823700000000000,2334.0,46.68
Violet,49311100000000000,6341.0,126.82000000000001
Mureil,46864600000000000,2324.0,46.480000000000004
Bettine,44020800000000000,8903.0,178.06
Danika,43186800000000000,6864.0,137.28
Kaja,41356400000000000,2108.0,42.160000000000004
Gusella,42463900000000000,9942.0,198.84
Ira,45549300000000000,2987.0,59.74
Bertine,43701500000000000,5064.0,101.28
Lesly,42285200000000000,2534.0,50.68
Aryn,41646900000000000,3804.0,76.08
Annecorinne,44174500000000000,6346.0,126.92
Konstance,46446400000000000,1804.0,36.08
Orelia,42401200000000000,5549.0,110.98
Grier,41969300000000000,1895.0,37.9
Elvira,48374600000000000,7764.0,155.28
Kirbee,41470500000000000,8848.0,176.96
Rhoda,48130900000000000,7244.0,144.88
Nananne,40323900000000000,5986.0,119.72
Amii,42720000000000000,8851.0,177.02
