NAME|ID|Total_Amount
Gianina|5828049056023304|9618
Queenie|4489578270837223|5451
Jorry|5303895322473631|8968
Kerrin|4251583508833532|2562
Maurene|6407870287574168|1332
Karena|4020201884198650|2404
Jany|4189918746888715|3048
Tatiania|4647110092889533|5747
Marita|6110295757157531|6584
Netty|6301924205942716|5012
Giustina|5248893557699576|5154
Zaria|4561079735999215|9840
Elbertina|5996292395738672|4921
Katuscha|4360633723735737|2058
Valli|6194800250972140|2720
Clarice|4995555634006456|3063
Malina|6777555623942770|1252
Abbie|6916972755577351|4750
Frances|5965543355748302|1740
Eolanda|4272840856046993|1955
Kary|4931412052299717|3976
Gerrie|4819963260184392|6058
Beverley|5318149762259131|3980
Kerrin|4252753424822915|1563
Melina|4157351856491145|8611
Asia|4651698463123794|5838
Lesly|6155758138031420|4595
Ulrike|4899143649496659|3493
Ileana|6295505273867482|1301
Misha|6865866400560281|8980
Ardys|6200032697473698|7182
Nollie|6189173163535594|7959
Paola|5413475677102370|9226
Jobi|6381743800441538|3882
Dacia|5157161494844388|1235
Nicoli|5137551898357033|3293
Yetty|6676734570639415|6357
Blondelle|5092200123435958|1971
Maisey|4585263567816351|6788
Georgetta|5695806019113492|1828
Flory|5951414679762318|8012
Agnese|5524893144121131|6573
Jan|6372627426550566|4034
Alleen|4356690615492423|1087
Kore|4036033712920531|6372
Hallie|6536797943051944|9400
Abbie|4126978597562970|9155
Ericka|4081253307978650|6176
Raina|4014116059519779|9589
Shaylyn|4974669794839316|6193
Iseabal|6983790154367049|8649
Tersina|5419252744025817|9867
Leanna|6367826805135096|1739
Willetta|5456842389392887|6430
Leona|6339291371645595|4132
Millie|5536745344190758|1688
Paule|4206317231665425|6536
Leontine|4467024493140090|7841
Jaime|6080395705247399|1275
Veda|5069091558300002|3235
Ketti|6752035626261460|8144
Carree|4371476292037925|5704
Ofilia|5481400934874641|4847
Beverley|4958693790549703|6111
Frieda|5150586332425229|9047
Myrtice|5245497416893393|1048
Ardenia|6555060430359856|4643
Emma|6374600759551672|8478
Stevana|4590786577756096|9670
Latisha|5793041341809943|6540
Ann-Marie|4560737158993070|2122
Arabel|6352149996724989|2221
Tressa|4744655586265773|8030
Elfreda|6673491639555077|1708
Tonia|5380722724496476|5557
Florie|6287307778918862|6291
Yvonne|5608757453462490|8332
Dyann|4570785407200534|5888
Bee|6641956724730496|4502
Beth|5743685812150306|3552
Rhea|5507224477632034|6099
Selia|4955831332370856|6326
Gretal|6529580650836061|7273
Jean|4467157818086517|5348
Hannis|5142873692516566|6762
Aubrie|4663603386023159|8936
Melisent|5824708147053406|1155
Nadine|5668379144964464|5817
Jemie|6804815690759382|2746
Natka|4653383155383183|4628
Donnie|5792469757056386|1922
Fred|6120113422550841|8233
Augustine|5403056266583053|9429
Adelle|5897529951841649|6013
Lacie|6630887266300279|9542
Petronia|4433544438233860|5859
Georgetta|4447088402067873|1716
Darlleen|5195739935914982|3352
Ezmeralda|5412640229390900|4825
Mignon|6356747296373303|5631
Barbara|5190101859926155|9945
Norine|6905031844572396|7203
Alleen|5392553480394222|1956
Maisey|6206381204433507|1089
Elbertina|6519259312518193|6300
Glynnis|6851242560727801|7662
Oona|6373681196702106|9301
Oralee|6821174568829963|5227
Jeanna|5315881890312498|1016
Noelle|6794840398813534|3502
Vevay|5390691318593885|9004
Roz|4880357305267578|2130
Marinna|6273029554955693|9933
Claudina|4113125475591531|8552
Deane|5839054845930138|6926
Elena|5441172901303036|9477
Wanda|5863401262717630|1973
Regina|6943804928585020|4785
Corly|6249279713432641|9701
Karolina|4913172076938103|1835
Merci|6376484184061877|2394
Gilda|5302346652634763|5628
Dede|4439811073401115|7063
Cristine|4775427635177153|8607
Sabina|5843231424567312|7165
Jean|6638432576524191|5072
Ginnie|6309432680548497|3530
Gaylene|6029129575981292|4722
Laurene|4776983646685325|4349
Eolanda|5463524625128667|6974
Jerry|6008128583015252|1132
Olwen|6860505174495731|3398
Pierette|6314226497819767|9888
Hermione|6089593259737030|4109
Barbara|5938711010768287|8333
Noelle|4925357349300582|6753
Estell|6218025667236505|4793
Tonia|5677045136593686|8539
Stevana|4968670983626582|1614
Lanna|5176384286616206|8209
Raina|6815317733090280|6930
Leia|5857318746164697|6921
Hermione|5081148929007454|3540
Renie|5698353662956130|9181
Bettine|6687038448913204|1924
Gaylene|5170745291728548|2424
Katleen|4396593037690460|1086
Brynna|6619927396372172|2494
Flo|5783224793192954|8541
Helsa|4883891563987702|1628
Renae|4732214090868480|2024
Lorne|6656379475824018|2477
Clarice|6991189077571040|6496
Eadie|4455505597156089|5009
Lila|4965686343389021|9621
Cordi|6201306629264043|1951
Magdalena|6425400538108067|8346
Tabbatha|4636302969399166|5179
Averyl|4400075529683002|1649
Amii|6750288826008565|5742
Joceline|4330180607874757|1567
Katuscha|6904467734177732|3694
Ernesta|5992038975629197|9132
Chastity|4738682833929223|1046
Valeda|6484227353352776|6494
Rivalee|4556693330700526|5328
Vonny|6301975587184520|9317
Viviene|4080732015651275|3255
Carilyn|6375233281329265|3543
Bernardine|6255453316263681|9009
Mignon|6008421657025652|6664
Fina|6388124185444749|5147
Diena|6300488816512228|8431
Lulita|5110193557523115|2396
Kristan|6092104083728115|7533
Renae|6508453277211469|8557
Gusty|6020422245118302|6407
Cristine|5871347270470341|4420
Ezmeralda|4293268506982442|2863
Lizzie|5446451241539097|9956
Tersina|6754375809413378|9971
Cathie|6790799227005625|1100
Kelly|6462869534400257|6529
Cissiee|6301593338027858|1112
Florie|5467176960146483|7362
Mellicent|5245432052344864|1017
Cacilie|4834734339490632|6540
Pamella|4450133843148161|3698
Joelly|4885658095289201|9800
Joleen|5047609377051098|7301
Kirbee|4287818601623715|7583
Gretal|6054905232436872|3473
Hildegaard|6240564536986780|5387
Lexine|5700178428144818|6774
Elbertina|6362399268487041|9199
Harrietta|5303291406526286|7127
Olwen|6896680812335652|4486
Dorice|4924284722215563|5297
Hettie|5403368766932529|3482
Therine|6642985714733400|1023
Viki|6284574464255802|1921
Magdalena|5394862336315077|1066
Imojean|4146362600297343|7468
Jobi|6053349878558080|3521
Kristina|6448840029638502|3752
Eugine|5387681739188428|3172
Albertina|6737041885708590|6159
Sherrie|6427360086639512|7376
Hallie|5659404872243914|1352
Orsola|5738562589223209|5118
Amii|4684501625103515|2090
Chandra|6891421953134324|6489
Tabbatha|5791283223399500|7959
Maye|4543257243619938|1321
Layla|6202292136323557|7837
Karina|5116447009255355|8541
Courtnay|5161613067029399|2927
Cyndie|4289647486991039|4093
Mary|6130586731830803|6060
Elbertina|4411076028532123|1135
Amalie|5279600164237168|9234
Philis|4692141927913748|8646
Rori|4261540806207630|4917
Krystle|4269438952693466|9339
Cecile|6934903584835381|3814
Gloria|4907717272332383|8196
Kalina|5209459249241511|3652
Ketti|6998790227002761|8456
Chere|5461491916739310|7010
Edee|6734928031393951|1113
Clary|6898333105029755|7246
Lyssa|4821900127015228|4230
Charlena|5609137650603121|5202
Dawn|6741757943645914|5266
Oona|5929275789737472|1361
Dede|4279519928580905|8185
Deloria|6527196063979646|9989
Sissy|5349630146047676|9786
Bobbi|6888737028042123|5733
Renie|6947086341026498|6359
Krystle|6739467700761234|1427
Adore|5718585233536144|8004
Layla|4687374697714578|9951
Allis|6247179848839356|7923
Stephanie|5070527363675737|2420
Bobbi|5553614337927915|9218
Wileen|6984607311375210|5887
Starla|6147296020025115|7598
Shaine|4246491231500983|4624
Joelly|5739503902053566|2307
Glenda|4054874880616205|7127
Stevana|4964593210982653|2452
Myriam|5779639605439772|9785
Gisela|5418668235675724|9612
Nessie|5531289474123488|9964
Sam|5418930540168066|7029
Shaylyn|5654782335371840|6686
Coral|4661305652552306|2419
Molli|4467258230656625|6888
Joy|6452468499333070|8053
Max|5039258406984661|8020
Tabbatha|6528630366889807|1569
Mellicent|5565702730498525|2664
Angelique|5493113739480291|1128
Marleah|6358377124812450|8227
Mariele|5407661241574440|3795
Korrie|4885997503705286|6556
Arabel|6494030364430337|4242
Mellicent|5908114302446281|4053
Deane|5399002810609347|2373
Alexine|5614846702836883|9603
Kore|4785841877576674|7371
Stacey|5288358060107671|1583
Aimil|4223646888341939|6384
Basia|5563925632011584|1093
Lorenza|4532038934902946|2466
Jennica|4732455284535403|1458
Anica|5924849267845610|3219
Max|5451946244463082|9925
Robinia|4842877900798705|6656
Gale|6047655376036932|9148
Larine|4412128322605626|9498
Edyth|6720790746686192|3400
Janis|6682743256521161|2536
Laurene|5065801462846851|5363
Lanae|4287127601528541|1127
Joleen|4420279489723100|4924
Konstance|6823851845493344|2384
Kirstin|4178376789549879|8815
Shaine|6415525129094093|7485
Jsandye|4937725455152526|5936
Annecorinne|4879122200357088|8375
Rosabelle|5090470082328947|8046
Robinia|5721881828774134|2036
Selma|5458536534690370|9231
Bee|4765408644059137|6978
Melina|4021362577809407|6378
Celestyna|6327846446397792|3007
Cathyleen|5229589517573336|9523
Tami|4565026341034169|1630
Pollyanna|6964999722977049|7210
Ayn|6297713431396741|8905
Shaine|5026181128262603|9958
Romona|4899154569452265|3366
Lexine|4469241004701989|8052
Albertina|5590454921071422|4600
Minda|4912000227368074|1318
Mildrid|6385096953241854|5149
Aigneis|5215302497427053|4460
Codie|5196386885943426|8562
Lucy|4769633485855378|6561
Alleen|5458865969972469|4256
Odessa|4320834223729049|4101
Averyl|6008055410765019|3846
Tybie|6111124190587798|4273
Priscilla|4435364261384926|1202
Ivett|4821226314397099|9392
Rochette|5686380519705456|5943
Jinny|5072019813900852|6678
Damaris|5926915132820817|9946
Fayre|4150256520223863|7095
Babita|5468275111703140|5325
Penelopa|5510501811988805|8379
Sashenka|5108504888066034|3453
Cissiee|5558719976514948|2383
Misha|5845578675414010|4268
Mamie|5068016156755678|2440
Ottilie|6671970132683636|6856
Sheelagh|6325850905977234|9845
Jsandye|5963013245678736|4893
Zaria|6810582578018003|9449
Ileana|4325479839790253|8208
Gale|6045727612880291|2934
Regina|5462962843001914|8830
Linet|6080736499946668|2449
Cyndie|5639989360930948|9743
Dotty|4257031673910991|8120
Daphne|4835476528245718|7770
Jeanna|4001796267433992|8723
Cathyleen|4491857363783102|9843
Wynne|4057651761573684|3089
Shandie|6552257147444467|7478
Lacie|6229912608462347|2825
Xylina|5288448681109563|9104
Andeee|4691201978209850|9223
Rhoda|5323437081631835|1434
Desirae|5622356568962822|6841
Jemie|4818919037316047|5954
Jessamyn|5529108565865959|8974
Betta|4888160123838369|4947
Ardenia|5617909518248041|6599
Sidoney|4254599726020103|4522
Frank|6423519536982223|1126
Kellen|5616654286177131|1598
Mara|6641395572959800|6049
Wendi|6588587640741990|4720
Ilse|6573603423125886|5713
Ginnie|5464398006067302|6173
Myriam|6466611977774575|6442
Linzy|5909441224350815|5921
Belinda|6043776838750840|8258
Raquela|4545189088786778|2018
Olivette|4930185648085834|6573
Vere|4118928927025547|7234
Alex|4907677046670761|8541
Averyl|5457406428105224|6866
Annice|4612489047779111|7243
Dawn|6654004718103252|3929
Kaja|5897182392958385|4215
Lila|6836030555195650|1725
Binny|4060602890982967|5886
Ardenia|6226153783966065|4599
Marinna|5570877301120113|1734
Odessa|6069635526323116|9293
Netty|6609721050017120|8272
Ira|5107148966205591|9978
Gilligan|5841892964403558|1636
Hettie|5416798628292383|4085
Dode|5152161996325743|5458
Katuscha|6696514156779354|8750
Sashenka|4867475854158533|8718
Dari|5487065278673032|3131
Kellen|5951789887561353|8866
Jessy|4834313593911029|7182
Valeda|6404809446389412|5443
Hollie|4171341659952614|6274
Eugine|4189295245669255|8270
Marguerite|6669026683060989|9561
Roz|5842099564923502|9199
Sashenka|6926991988507388|5372
Basia|5875063934259592|9247
Doro|6970027567745774|3523
Tatiania|4556692309165188|1450
Cathie|6546694865503323|8082
Dulcinea|5193769649025892|8909
Goldie|4007735324992886|3647
Harrietta|5308243972931217|5281
Lynea|4846003260143412|4092
Marnia|5654603048385371|6759
Kaia|4866470969193044|3339
Ethel|4674882103362136|6954
Catharine|6415440187461562|6148
Renie|5173522999671908|2765
Lucille|4038002812307214|7078
Louella|5268747585439500|9941
Ketti|5874761082225212|8684
Steffane|4951321396390714|9344
Aubrie|4561863007948149|8648
Briney|4298663933782336|3954
Misha|6785605669027528|6990
Leona|6109498926658556|6099
Fernande|4018158484716722|1170
Karolina|6784133809389618|5982
Sadie|6833095307581007|3324
Linzy|4480716932353690|6734
Luci|4466343216830890|3182
Magdalena|6554618927919960|2815
Ayn|5966233914172000|3218
Hannis|4908239647214582|4586
Philis|6130136409967116|3560
Kylynn|5099302123942079|3833
Sindee|5631138651844705|5823
Correy|4837829097107665|2030
Dyann|4990268713647188|6668
Rosene|4806480613006736|6181
Ada|6291890494614467|2178
Dennie|6432369709723807|5992
Doralynne|6252107149582588|7262
Anthia|6187371885984768|9658
Elfreda|6841597436701874|5042
Ermengarde|4155020294765843|7317
Dede|4954733597860492|9492
Deirdre|6425279314641396|4990
Marita|4606640910000966|8311
Keelia|4118097528626057|4907
Carolina|4789978871325763|1313
Orsola|5091259803731470|5538
Juliane|6590526763459372|8436
Dyann|5161517735606097|1002
Fanchon|4486646574589078|4695
Ninnetta|4300297152018727|4340
Vere|5675362165043625|4977
Lyssa|4714555113077721|7291
Heida|5822918394329832|7882
Iseabal|4592938607969933|8452
Marleah|6392818581167369|7739
Jany|4486228323354210|2276
Collen|4062209757115779|8947
Margette|5399519885752481|1983
Cassondra|4003412552575100|6847
Blondelle|6401867493163664|4869
Caryl|5290939033899512|5999
Libbie|5336112880806745|1529
Lucy|4688795063335645|2937
Chastity|5161836168635863|7852
Harmonia|5943066933395388|8719
Ezmeralda|4797068395609508|2411
Hermione|6222381078441381|5388
Joeann|4649932073077768|8160
Ketti|6529518211526399|2724
Margette|4761876053320840|6343
Camile|6764112717960019|5603
Rubie|6249364460782467|7456
Vonny|4877833734389526|3728
Daryl|5031639217556907|2941
Antonietta|5989965400966169|7981
Maye|4473912491641094|4800
Rochette|5636065315666220|7773
Pierette|4795939914434301|6566
Sara-Ann|6329167908265200|8792
Danny|5501125591888922|5719
Dione|4087883034879333|8684
Helsa|6637311099522100|1557
Addia|5203678276585420|3275
Andeee|5194534717477632|8664
Fanny|4161307176822237|7663
Jemie|4303433610723401|3724
Lesly|5856672033846814|4617
Marinna|4121236474057638|7211
Adelle|4656697942152723|1091
Claudina|4501560968488907|9601
Tybie|6787553638085778|9068
Roz|6491472449765733|7539
Merle|4665737225413908|4635
Tami|5572310223317981|1934
Drucie|5109764349270665|9933
Ayn|4481359890405631|7004
Ezmeralda|4766515860670499|1607
Sonni|6003364575216371|6648
Daphne|4254956677472868|8683
Jordan|5408910800382256|8314
Binny|6975397060921055|3001
Wanda|5524503321376290|7991
Nessie|4448954626960197|1747
Marsiella|6002120996347857|3115
Sue|6460170395987615|3462
Viviene|4585617621893891|8093
Ofilia|5655164899951455|8602
Clementine|6659030605018750|2575
Elora|6737021062185495|1817
Gwyneth|4804745763491489|3533
Ninnetta|5641290196724504|5114
Nannie|4127785357634682|8713
Karolina|6369164681689978|1415
Christal|5355339631440531|4731
Candi|5276274132240664|8953
Vonny|4005779657947790|2730
Janenna|5836348235334451|8473
Arlina|6910306294579049|9454
Elfreda|4706589917213641|2927
Valera|5842868699016265|7815
Phylis|4797437294012568|2262
Melina|6641511122213466|1804
Dennie|6566277338119346|2105
Aurelie|4828187575889404|2419
Pollyanna|6526829075569829|8072
Lanae|5217530932784394|9284
Annabela|6508737754408752|2660
Daphne|4541735856181812|2707
Lolita|6901993996690443|9568
Florie|5609308295779439|1719
Sharai|5811928188802958|7657
Dede|4062350266156091|4209
Viki|4682253332745123|1579
Chere|4915057217635473|1741
Donetta|6725523725252759|2822
Alexine|5320363261730763|2713
Ofilia|4689166358419175|4879
Konstance|6071240177096444|3962
Arabel|4265098568724471|9636
Clarice|6481393126002104|1167
Olivette|4202006392641708|4567
Winifred|5563480058757394|1182
Queenie|5009301168954916|8314
Sabina|4385934173475742|5426
Gianina|4354986438174680|8839
Beth|6215108928910205|8958
Edee|5656678961607020|4530
Coral|5192424376559973|9718
Dorthy|6239885573558282|2663
Damaris|5915705810972576|8712
Annora|4282092866864329|8085
Phedra|6469859534109982|7159
Kimberley|5984070253661555|6644
Melodie|4467366052004020|5897
Florie|5350051875327906|9218
Vivia|4482127508688789|8268
Jolyn|5760238235407975|2955
Silvana|4928101399997252|7068
Katharina|6949755381646953|5996
Kassey|6435518306457982|9715
Theodora|5945698647949482|9469
Lanae|4823924951935098|1510
Danny|5172366499663654|2330
Daryl|4119422828818736|3500
Doralynne|4769971481585811|2301
Edyth|5041451048424009|4305
Ingrid|6626683279901102|5521
Patricia|5784486108169509|1289
Alisha|4387234514855553|2150
Lonnie|5468618069496507|1040
Monika|6093665493518196|2094
Antonietta|4945246283371899|2193
Hollie|6418649656895647|1306
Gilligan|4794275109436627|6808
Alleen|5811103064520425|7568
Desirae|6028600569105785|3038
Louella|6044525342959199|9899
Valeda|5581467828180370|1676
Atlanta|4335072674042923|7326
Caritta|6582603315424250|7429
Petronia|4349915758440414|9508
Leia|5832633249328369|7822
Noelle|5927726022039771|2469
Nariko|6698874989926392|6542
Petronia|4852521938864488|9637
Lesly|6205443435122891|2311
Lucy|5843018449258931|7479
Antonietta|4480733574630630|8245
Fernande|5335053045375621|2492
Madalyn|4378023987201733|9792
Gwenneth|6370541462430196|4953
Marnia|4698968970476968|7745
Jenda|6226440051135815|3997
Lorenza|6573600674578455|6229
Verla|6477378615446661|6592
Kylynn|5596379824873047|2291
Mariann|6723118209914735|6007
Letizia|6142637836553970|2492
Renae|6636962331618648|6272
Libbie|5549064235351730|2650
Kary|5061234589810113|1742
Vivia|6069419513703997|5631
Jobi|4490796625686548|6523
Myriam|5794391650984500|9861
Elka|6050173287345509|9097
Janis|6541317682560163|4201
Maye|5685560368463235|3332
Sara-Ann|4538050663728500|8205
Cathie|4477230710144516|3833
Tomasina|5090997810645331|6306
Peri|4912737871140541|5449
Rochette|6643556698798237|7104
Aigneis|5540705264060816|3051
Candy|5273953238997212|7826
Nollie|6873815996859352|8891
Raf|4203546135573660|8859
Josephine|5349318569774783|1357
Almeta|4301487125421885|2664
Jennica|4603257552141634|1992
Sissy|5503450920393292|1155
Jaclyn|6809575539085997|1073
Netty|6809002820590118|6396
Augustine|5234560334865340|9118
Cecile|5746121061242107|2155
Amalie|4630782648553632|8045
Eolanda|5316324805045319|6928
Jany|5120558459170710|6803
Merle|4203115822683323|7611
Beth|6498393817783540|8649
Norine|6378321471716793|1407
Elbertina|6940243868122260|4160
Sheelagh|6133849998969407|9231
Lesly|4080623433745208|5919
Daune|4786335898515736|5513
Feliza|5927201678288609|5578
Dorothy|6813665912029222|2031
Donetta|5625986171723786|9221
Violet|5382590911128229|8448
Annice|5646914355214226|7801
Ericka|6101724675914777|5790
Jean|6895398505300854|8203
Merry|5285629301288588|3228
Marita|4085433571409541|2310
Joane|4986804030222326|2982
Liana|5792552193758155|5884
Penelopa|6871555701598714|7921
Mildrid|4347976003810639|8894
Clarice|5432918197916009|3069
Ileana|6207719073179681|1382
Katleen|4156629044072703|5190
Jennica|5474925445148019|7335
Charissa|4210378363286119|1857
Roxane|6562670508264787|8272
Shaine|6839092093926411|2651
Roslyn|6227457385967772|3172
Max|4294777125579789|1296
Evaleen|4155724394426379|5012
Beatriz|5674864612088843|7418
Dorene|6004961016870077|8413
Mary|6425402414246419|1445
Tamqrah|4119986269285852|7884
Daryl|4724184899572238|8213
Yetty|5095184360090696|9577
Jacquetta|4177217678506217|9952
Steffane|4246617335010565|9681
Brietta|6629168585791161|8182
Penelopa|4383022362792939|8441
Damaris|6278474755062420|2591
Dorice|6700773300637588|1828
Karina|5954619484466131|2556
Emma|5763075327692623|6667
Ilse|6888366868879782|1286
Nerta|6405398972458797|8549
Cassandra|5500931796412525|8767
Sophia|5902427055800731|9319
Berget|6908239863110559|2898
Misha|4897729546965936|8688
Hannis|5821207109356993|2684
Tabbatha|5771877047005462|3502
Layla|6803594079637132|9881
Loree|6328286401602596|8619
Zia|6489592058265347|4992
Brooks|6955707309351577|7600
Agathe|5686903196227482|4958
Rebeca|6880905747760489|1522
Krystle|6497779352829804|3920
Betta|5869022900805785|3872
Catharine|5904458477246404|7519
Darci|5532741004240119|6909
Dawn|6851839458786285|8984
Zaria|5016721830624868|8327
Agnese|6840088891775631|2095
Blake|6552900736741263|5562
Ardenia|4393886935058409|5995
Caritta|4948190914233184|8870
Christal|5545918857830794|1974
Jenda|6885764928016407|5945
Emilia|5605062597767959|1772
Wendi|5741846376449318|4880
Chickie|6710376941871945|2256
Ketti|6502279449270974|5113
Gaylene|4757254602319543|2180
Linzy|5357832482413546|4217
Stevana|5821296509479777|5476
Tilly|5387505998575741|2569
Shaylyn|5781580567653303|8265
Alleen|6415359270733943|8641
Sadie|6623377752047498|3793
Renae|5170847888837472|9287
Vevay|4391026105951129|4666
Barbara|5811323970302250|2433
Fanny|6465713130621754|5836
Courtnay|6747913603556606|4233
Latisha|5100493039721497|3099
Myrtice|6994227339036216|9629
Nananne|6954009665495321|7809
Lory|5550166212018297|6712
Chickie|5314976171186872|2213
Correy|4736901218360620|5248
Kenna|6615665256838678|4506
Rosene|6582741318271051|7608
Peri|5758165802034936|4510
Dione|4588806779556203|1618
Regina|4532416675711515|9540
Nannie|6046093422650897|4705
Keelia|6294941718082653|9390
Carree|6661959105936089|2224
Arabel|5205670953516316|6315
Heida|5723449975628173|8199
Fred|5550195632019681|8609
Latisha|4740616721870664|1304
Kimberley|6384832610040057|3875
Micheline|6204480537237216|3562
Nicoli|6237611490840765|6732
Genovera|4496350615989986|8954
Emilia|4641506254928889|5353
Loree|5809124766279319|4064
Charissa|6153401068343840|3503
Verla|4927295087680288|6475
Bee|6859767839592279|2734
Stacey|5426609998174984|2734
Joy|6779766810905149|9892
Jaclyn|4596864720098409|9511
Jillayne|4842059420180624|1972
Amii|6925440638007112|8603
Amalie|6358943858934598|1771
Aurore|5670111255974528|8782
Fayre|6710181736574874|4133
Angelique|6287962405184532|8039
Bobinette|6955698162542153|5595
Lisette|4189667245067022|2689
Tracey|4981152619214986|4958
Dede|6045290093547440|3020
Ingrid|4628614832178438|4333
Joane|5944953628623503|9808
Violet|4452560237436439|7433
Wynne|4381881266602205|1428
Andree|5032423144021516|8224
Carol-Jean|5245180327509035|2211
Juliane|5902147179680205|5730
Lauryn|6220214848764871|4342
Konstance|6040304678160716|3831
Tracey|6489847587158161|2169
Dorothy|5082244921720040|5261
Taffy|6505148270776335|4440
Christal|5370512660261633|3741
Heida|6312145674162769|4541
Aimil|6683277792177491|8696
Harrietta|5866844710629913|6838
